sample_id_1	sample_id_2	correlation
Tumor_04_Tamoxifen	Tumor_10_Tamoxifen	0.9026143890639274
Tumor_05_Control	Tumor_10_Tamoxifen	0.914429486731356
Tumor_05_Tamoxifen	Tumor_10_Tamoxifen	0.9174961737681552
Tumor_06_Control	Tumor_10_Tamoxifen	0.916630069126175
Tumor_06_Tamoxifen	Tumor_10_Tamoxifen	0.9231229861162847
Tumor_07_Control	Tumor_10_Tamoxifen	0.9079563173634841
Tumor_07_Tamoxifen	Tumor_10_Tamoxifen	0.9050707358085135
Tumor_08_Control	Tumor_10_Tamoxifen	0.9061249763937784
Tumor_08_Tamoxifen	Tumor_10_Tamoxifen	0.9056109238600726
Tumor_09_Control	Tumor_10_Tamoxifen	0.918945309866798
Tumor_09_Tamoxifen	Tumor_10_Tamoxifen	0.9206193035966684
Tumor_10_Control	Tumor_10_Tamoxifen	0.9400503590108525
Tumor_10_Tamoxifen	Tumor_10_Tamoxifen	1.0
