gene	anon_id
STK10	Gene01069
AC100847.1	Gene01070
ASIC1	Gene01071
RP11-386M24.9	Gene01072
VTCN1	Gene01073
TM4SF1	Gene01074
TGIF2	Gene01075
ATP6V0A1	Gene01076
RP11-337A23.5	Gene01077
PHYHIPL	Gene01078
POFUT1	Gene01079
SLC11A1	Gene01080
AC018638.6	Gene01081
AC108938.5	Gene01082
DNAJC9-AS1	Gene01083
RAC1P2	Gene01084
R3HCC1	Gene01085
HMP19	Gene01086
AC006272.1	Gene01087
RNU6-510P	Gene01088
FAM98C	Gene01089
RP11-474P2.4	Gene01090
RP11-208G20.2	Gene01091
AC073578.1	Gene01092
USP11	Gene01093
TAS2R41	Gene01094
LOC100996693	Gene01095
PDC	Gene01096
DGCR9	Gene01097
ELOVL1	Gene01098
AC107021.1	Gene01099
PRKRA	Gene01100
DZIP1	Gene01101
AC006026.9	Gene01102
CLLU1	Gene01103
PAF1	Gene01104
RNF39	Gene01105
AC104819.3	Gene01106
PAQR8	Gene01107
WARS2	Gene01108
BARX1	Gene01109
GTDC1	Gene01110
ZWILCH	Gene01111
AC005281.2	Gene01112
FRG1BP	Gene01113
LINC00534	Gene01114
RP11-6N17.10	Gene01115
CT47A11	Gene01116
TMEM141	Gene01117
RP11-386M24.4	Gene01118
SHBG	Gene01119
PCDHA14	Gene01120
RP11-245J9.5	Gene01121
C11orf52	Gene01122
MRPL4	Gene01123
NFYB	Gene01124
SCYL1	Gene01125
COL1A2	Gene01126
LPAR2	Gene01127
USP28	Gene01128
SELENOO	Gene01129
AC137932.4	Gene01130
SPP2	Gene01131
RP11-35N6.1	Gene01132
AP004289.1	Gene01133
RP3-388E23.2	Gene01134
LINC02323	Gene01135
CCDC151	Gene01136
TBX22	Gene01137
RP11-618G20.1	Gene01138
RP11-701H24.7	Gene01139
ITPK1	Gene01140
RP11-223I10.1	Gene01141
RP4-704D23.1	Gene01142
AC104134.2	Gene01143
RNU6-577P	Gene01144
SNORD45A	Gene01145
AGRP	Gene01146
AC007663.4	Gene01147
RP11-196H14.3	Gene01148
MYH2	Gene01149
AC005592.1	Gene01150
AC002454.1	Gene01151
AC002128.5	Gene01152
APLN	Gene01153
RP11-225B17.2	Gene01154
RHOBTB2	Gene01155
XPNPEP2	Gene01156
AC126182.3	Gene01157
TTC3P1	Gene01158
LINC01510	Gene01159
NR1D2	Gene01160
NOL4L	Gene01161
NMD3	Gene01162
AC108925.1	Gene01163
SMO	Gene01164
PKLR	Gene01165
ALDH3A2	Gene01166
ZNF706	Gene01167
AOX1	Gene01168
PIGQ	Gene01169
TMEM138	Gene01170
C7orf43	Gene01171
RP11-85A1.3	Gene01172
MMS19	Gene01173
RN7SL724P	Gene01174
TNFRSF10B	Gene01175
ZNF705E	Gene01176
SRMP2	Gene01177
BCL2	Gene01178
RP5-1024G6.7	Gene01179
ATP5PD	Gene01180
OR52T1P	Gene01181
C19orf52	Gene01182
EPHA5	Gene01183
KLHL33	Gene01184
WNT8A	Gene01185
SEMA3E	Gene01186
ZNF174	Gene01187
WDR54	Gene01188
STOX2	Gene01189
SRP54-AS1	Gene01190
AC089984.1	Gene01191
AC004877.1	Gene01192
DUSP8P5	Gene01193
KLLN	Gene01194
AC087752.4	Gene01195
AL445685.1	Gene01196
AL121772.1	Gene01197
KIAA2013	Gene01198
RNase_MRP	Gene01199
C15orf65	Gene01200
RP11-164P12.4	Gene01201
AC132192.2	Gene01202
ADAM33	Gene01203
GCNT3	Gene01204
MIR4774	Gene01205
MT-CO2	Gene01206
RP11-552M11.4	Gene01207
RP11-517C16.2	Gene01208
AC006160.5	Gene01209
MAML3	Gene01210
EFNA1	Gene01211
LINC01089	Gene01212
MRPL46	Gene01213
MRC2	Gene01214
ZNF410	Gene01215
FIS1	Gene01216
ALDH1L1	Gene01217
SLC4A1AP	Gene01218
VAMP4	Gene01219
AL512274.1	Gene01220
MCM7	Gene01221
TCP10L	Gene01222
ANKRD36C	Gene01223
DSC2	Gene01224
RP11-745H7.1	Gene01225
LRRC2	Gene01226
NDUFA3P1	Gene01227
MAP2K1	Gene01228
RP11-545J16.1	Gene01229
SAG	Gene01230
TGM2	Gene01231
FOXL1	Gene01232
ECI1	Gene01233
RPL30	Gene01234
BCAS3	Gene01235
AL138701.2	Gene01236
RP11-826F13.1	Gene01237
AL358472.2	Gene01238
LHB	Gene01239
AL590867.1	Gene01240
RP3-330M21.5	Gene01241
MCF2L	Gene01242
OCIAD1	Gene01243
CTC-492K19.4	Gene01244
RP11-757O6.6	Gene01245
RP11-180P8.3	Gene01246
AC068790.2	Gene01247
AC104695.3	Gene01248
OR10X1	Gene01249
KIAA1522	Gene01250
RP11-49C9.2	Gene01251
STAG3L2	Gene01252
MTATP8P1	Gene01253
RP4-781K5.2	Gene01254
NHSL1	Gene01255
DCUN1D3	Gene01256
TSPY10	Gene01257
ASB13	Gene01258
RHOG	Gene01259
AL390037.1	Gene01260
HULC	Gene01261
EPHA8	Gene01262
RIT1	Gene01263
STAG3L3	Gene01264
LRRC9	Gene01265
EMP1	Gene01266
GLG1	Gene01267
AC009812.3	Gene01268
SPAG5	Gene01269
AC012313.6	Gene01270
RNF26	Gene01271
AC023906.2	Gene01272
AC008883.1	Gene01273
AC006511.4	Gene01274
GP2	Gene01275
AL117336.3	Gene01276
RGS12	Gene01277
RP11-463I20.1	Gene01278
RP5-1172N10.4	Gene01279
EMC3	Gene01280
LONRF1	Gene01281
OVCH1-AS1	Gene01282
RP11-537H15.3	Gene01283
TMEM41B	Gene01284
CTD-3193K9.1	Gene01285
AXIN1	Gene01286
UNC5B-AS1	Gene01287
AC004839.2	Gene01288
RP11-529H22.1	Gene01289
AC004834.1	Gene01290
UQCRQ	Gene01291
AL080250.1	Gene01292
ZNF627	Gene01293
RP11-756A22.7	Gene01294
AP001453.1	Gene01295
ZDHHC1	Gene01296
LINC00992	Gene01297
RP11-474L23.3	Gene01298
CTC-490E21.12	Gene01299
AL161910.1	Gene01300
HAS1	Gene01301
RPL23AP32	Gene01302
EFHC2	Gene01303
TMEM205	Gene01304
RP11-274M17.3	Gene01305
HIPK1	Gene01306
PRAF2	Gene01307
RP11-85G18.6	Gene01308
RP11-244H3.1	Gene01309
RP11-478L17.1	Gene01310
SEPTIN6	Gene01311
GLUD2	Gene01312
MIR2909	Gene01313
GYPA	Gene01314
DGKH	Gene01315
AC012508.1	Gene01316
RP11-398K22.12	Gene01317
POLR2KP1	Gene01318
HMGCL	Gene01319
NOP56P3	Gene01320
DPCR1	Gene01321
EHMT2	Gene01322
NUTM2G	Gene01323
GLE1	Gene01324
FOXD3	Gene01325
RRP7BP	Gene01326
WDR59	Gene01327
RIPPLY3	Gene01328
LINC02208	Gene01329
RP11-22P4.1	Gene01330
CTD-2017C7.2	Gene01331
FSBP	Gene01332
AC105935.1	Gene01333
RP11-219B4.5	Gene01334
SHANK3	Gene01335
CTC-321K16.4	Gene01336
AC009237.8	Gene01337
TMEM44-AS1	Gene01338
HNRNPA1P7	Gene01339
MYEF2	Gene01340
AC037445.1	Gene01341
RPS2P55	Gene01342
RNU1-120P	Gene01343
CTD-2184D3.5	Gene01344
ROR1-AS1	Gene01345
VIPR1	Gene01346
NSUN5P2	Gene01347
LPPR5	Gene01348
WFDC5	Gene01349
RP11-342K6.2	Gene01350
PTMAP5	Gene01351
CTD-3065J16.6	Gene01352
PDCD5	Gene01353
LRRC58	Gene01354
CCDC88A	Gene01355
MAP7D1	Gene01356
PEX5L	Gene01357
AL356481.3	Gene01358
RP11-770G2.5	Gene01359
KHDRBS1	Gene01360
MTDH	Gene01361
RP11-1174L13.2	Gene01362
UBA2	Gene01363
AC005081.1	Gene01364
AC004039.1	Gene01365
CORT	Gene01366
RP11-556N21.1	Gene01367
TMEM246	Gene01368
AC007570.1	Gene01369
DOPEY2	Gene01370
CCT8	Gene01371
LTBP3	Gene01372
TUG1_2	Gene01373
AP003068.2	Gene01374
C7orf61	Gene01375
RP11-145E5.5	Gene01376
C1orf27	Gene01377
IL13RA1	Gene01378
MEPCE	Gene01379
RP11-319G9.1	Gene01380
OLFML3	Gene01381
DIABLO	Gene01382
CTC-308K20.1	Gene01383
CFAP58	Gene01384
TARM1	Gene01385
AL357054.4	Gene01386
RP11-728F11.4	Gene01387
AL031710.2	Gene01388
LINC00891	Gene01389
SIRPG	Gene01390
AL589693.1	Gene01391
PANK4	Gene01392
CLDN2	Gene01393
WASF3-AS1	Gene01394
GUCY1B2	Gene01395
PCDHB19P	Gene01396
RP11-434P11.2	Gene01397
CLSPN	Gene01398
LINC02609	Gene01399
PHF3	Gene01400
MKRN3	Gene01401
AP001107.1	Gene01402
RP11-147G7.3	Gene01403
FRK	Gene01404
STARD13-AS	Gene01405
ZNF219	Gene01406
RP11-94H18.1	Gene01407
CR1L	Gene01408
AC010201.3	Gene01409
DENND1C	Gene01410
RP11-554D14.6	Gene01411
AC145207.5	Gene01412
APOBEC4	Gene01413
RP3-402G11.26	Gene01414
RP11-74E22.6	Gene01415
EIF4E3	Gene01416
MAGEB4	Gene01417
CUTC	Gene01418
HAGLROS	Gene01419
GABRR1	Gene01420
AL731571.1	Gene01421
RP11-599J14.2	Gene01422
ZNF767P	Gene01423
LILRB1	Gene01424
RP11-641D5.2	Gene01425
RP13-820C6.2	Gene01426
RP11-855A2.2	Gene01427
OR51G2	Gene01428
LINC01752	Gene01429
AL034348.1	Gene01430
FAM47E	Gene01431
ITFG2-AS1	Gene01432
AC137932.5	Gene01433
RP11-1006G14.4	Gene01434
CTD-2024I7.13	Gene01435
OCA2	Gene01436
MRPL30	Gene01437
LRRC19	Gene01438
HIGD2A	Gene01439
NT5C3AP1	Gene01440
RP11-413H22.2	Gene01441
AC068790.6	Gene01442
DRAXIN	Gene01443
NPC1	Gene01444
CTD-2550O8.5	Gene01445
RP11-384M20.1	Gene01446
GMPSP1	Gene01447
PRG2	Gene01448
AL023806.2	Gene01449
AL139353.2	Gene01450
C5orf66	Gene01451
TSPYL4	Gene01452
NPBWR1	Gene01453
CRCT1	Gene01454
SNAI3-AS1	Gene01455
MYBL2	Gene01456
CTD-2203K17.1	Gene01457
AC106795.2	Gene01458
CHMP1B2P	Gene01459
COL2A1	Gene01460
AL160408.1	Gene01461
DDX47	Gene01462
ARHGAP30	Gene01463
GPR39	Gene01464
TUT1	Gene01465
ARHGAP24	Gene01466
SLC35B4	Gene01467
OLAH	Gene01468
RNFT2	Gene01469
UCA1	Gene01470
RP11-342I1.2	Gene01471
RP11-73E17.2	Gene01472
AP000926.2	Gene01473
GABARAP	Gene01474
RTEL1P1	Gene01475
SMARCA1	Gene01476
AC009542.1	Gene01477
SNORA13	Gene01478
GET1	Gene01479
CLPP	Gene01480
AK4P1	Gene01481
RP11-730G20.1	Gene01482
CU638689.4	Gene01483
RP11-327E2.5	Gene01484
LINC02035	Gene01485
MTND1P36	Gene01486
SEPT2	Gene01487
AGXT	Gene01488
POTEKP	Gene01489
AC006273.1	Gene01490
RP11-297D21.4	Gene01491
ORC6	Gene01492
CTD-2270P14.1	Gene01493
MAP3K14-AS1	Gene01494
NADK	Gene01495
LINC01317	Gene01496
ITK	Gene01497
AD001527.1	Gene01498
DUT	Gene01499
GPR137	Gene01500
GGA2	Gene01501
LINC00582	Gene01502
ZNF207	Gene01503
KCTD9P5	Gene01504
DCAF17	Gene01505
CTH	Gene01506
NPR1	Gene01507
RP11-234B24.6	Gene01508
OR2M4	Gene01509
RNF185	Gene01510
RP11-616M17.1	Gene01511
RP11-332L8.1	Gene01512
SPATA16	Gene01513
AC010890.1	Gene01514
RAD51AP2	Gene01515
AF196972.1	Gene01516
PIK3CD	Gene01517
RAB11FIP2	Gene01518
RP11-429J17.5	Gene01519
AC136604.2	Gene01520
AC011611.3	Gene01521
RP11-77K12.3	Gene01522
BGN	Gene01523
AC079848.1	Gene01524
PRPS2	Gene01525
RP11-413H22.3	Gene01526
ERGIC2	Gene01527
ABCB11	Gene01528
RRAGB	Gene01529
RP11-146N23.4	Gene01530
KCNN3	Gene01531
RP11-725D20.1	Gene01532
Z69720.2	Gene01533
RP5-898J17.1	Gene01534
DCUN1D1	Gene01535
B3GAT1	Gene01536
RP3-522J7.7	Gene01537
MIMT1	Gene01538
OR51I1	Gene01539
PRUNE1	Gene01540
MYO1F	Gene01541
AC099811.1	Gene01542
GPR149	Gene01543
AC011481.2	Gene01544
UNC80	Gene01545
AC092802.1	Gene01546
GPX1	Gene01547
AC090921.1	Gene01548
ZNF287	Gene01549
SV2C	Gene01550
AC073611.1	Gene01551
AL356056.1	Gene01552
FAF1	Gene01553
UTS2B	Gene01554
AL121899.1	Gene01555
FRG2JP	Gene01556
AL354956.1	Gene01557
PRKCZ-AS1	Gene01558
AC244033.2	Gene01559
LGALS4	Gene01560
NFIB	Gene01561
AC004982.1	Gene01562
ASPH	Gene01563
NAPSA	Gene01564
TBC1D3H	Gene01565
GPBP1L1	Gene01566
UBE2H	Gene01567
ARHGEF2	Gene01568
AC015726.1	Gene01569
VNN1	Gene01570
P2RX1	Gene01571
BISPR	Gene01572
FER1L4	Gene01573
HOXB9	Gene01574
AC063960.2	Gene01575
WNK4	Gene01576
RP3-476K8.4	Gene01577
TIMMDC1	Gene01578
KIF5B	Gene01579
CSMD3	Gene01580
CENPU	Gene01581
SMR3A	Gene01582
RP11-148K1.12	Gene01583
MUSK	Gene01584
ZEB2	Gene01585
DSCR4	Gene01586
AL589935.1	Gene01587
RP11-65I12.1	Gene01588
CYP4A11	Gene01589
CTD-2659N19.9	Gene01590
LAMP2	Gene01591
SP140L	Gene01592
AC097461.1	Gene01593
SS18L1	Gene01594
CENPF	Gene01595
AC005005.4	Gene01596
CNNM2	Gene01597
RP11-244F12.3	Gene01598
MGST1	Gene01599
LOH12CR1	Gene01600
ERI3-IT1	Gene01601
AL365272.1	Gene01602
AC024560.5	Gene01603
CYP27B1	Gene01604
ITPR2	Gene01605
AC080037.1	Gene01606
FNDC11	Gene01607
KIF12	Gene01608
AJ009632.2	Gene01609
RP11-798G7.8	Gene01610
AP002495.1	Gene01611
OR2V1	Gene01612
VPS35L	Gene01613
CACNA2D1	Gene01614
AC018648.1	Gene01615
OR1K1	Gene01616
C9orf173-AS1	Gene01617
JAKMIP2-AS1	Gene01618
RP11-83A24.1	Gene01619
RP11-83N9.6	Gene01620
FGF4	Gene01621
RP11-82O19.2	Gene01622
RP13-514E23.2	Gene01623
AL357522.1	Gene01624
ASTL	Gene01625
TRAP1	Gene01626
AC091946.1	Gene01627
QSER1	Gene01628
CTBP1-DT	Gene01629
RP4-789D17.3	Gene01630
C1orf189	Gene01631
H1FOO	Gene01632
TSC2	Gene01633
RP11-96O20.5	Gene01634
RP11-111F5.4	Gene01635
RP3-512B11.3	Gene01636
CARSP2	Gene01637
RP11-433A19.2	Gene01638
OR10J3	Gene01639
AL132656.2	Gene01640
CHAD	Gene01641
AC021086.1	Gene01642
HSP90AA2P	Gene01643
APC	Gene01644
RP11-111E14.1	Gene01645
PCTP	Gene01646
HEPACAM	Gene01647
RP11-620J15.3	Gene01648
AC117394.2	Gene01649
AIMP1P1	Gene01650
MIR553	Gene01651
PRSS2	Gene01652
LINC00893	Gene01653
COX7A2L	Gene01654
SPAG11B	Gene01655
SCARNA22	Gene01656
AL021707.5	Gene01657
SCEL	Gene01658
CSNK1E	Gene01659
EMX2	Gene01660
RP11-108O10.8	Gene01661
LINC02649	Gene01662
RNASE9	Gene01663
PNPLA2	Gene01664
CTC-487M23.5	Gene01665
RP11-147L13.11	Gene01666
YPEL4	Gene01667
PZP	Gene01668
GGACT	Gene01669
GS1-393G12.14	Gene01670
SELENOW	Gene01671
TMEM232	Gene01672
RP11-211G3.3	Gene01673
RNF149	Gene01674
C17orf89	Gene01675
ARHGAP6	Gene01676
GPRC5C	Gene01677
EIF3J-DT	Gene01678
RP11-707O23.1	Gene01679
PCDHA8	Gene01680
RP11-101E7.2	Gene01681
RP11-420K10.1	Gene01682
AC243829.5	Gene01683
AP000248.1	Gene01684
AVIL	Gene01685
AL732314.6	Gene01686
AC009686.2	Gene01687
RP11-676M6.1	Gene01688
M1AP	Gene01689
CYP4F60P	Gene01690
MAGI3	Gene01691
KRT18P11	Gene01692
PRDM6	Gene01693
RP11-121A14.2	Gene01694
ATG101	Gene01695
NSUN3	Gene01696
KRT18P17	Gene01697
BTG2	Gene01698
AL138706.2	Gene01699
RP11-574K11.29	Gene01700
GNGT2	Gene01701
RP11-265N6.1	Gene01702
SLC39A11	Gene01703
MYLKP1	Gene01704
SEC62-AS1	Gene01705
CAB39	Gene01706
RP11-331F4.4	Gene01707
CCND2	Gene01708
RP11-123C21.2	Gene01709
ZNF501	Gene01710
TSPAN13	Gene01711
GS1-124K5.4	Gene01712
AL590708.3	Gene01713
FAM182A	Gene01714
RP11-326A19.5	Gene01715
NUP54	Gene01716
HIST2H2AA4	Gene01717
CDK9	Gene01718
CD24	Gene01719
LCE1F	Gene01720
PSPN	Gene01721
GDE1	Gene01722
UHRF1BP1	Gene01723
BHLHE41	Gene01724
CTD-2012K14.7	Gene01725
C22orf23	Gene01726
SNORA2A	Gene01727
NRG3-AS1	Gene01728
ACRV1	Gene01729
TEX28	Gene01730
CTD-2540B15.9	Gene01731
SMARCA5	Gene01732
CCBL1	Gene01733
C11orf94	Gene01734
RP11-736K20.6	Gene01735
HAGLR	Gene01736
FTX	Gene01737
RP11-567P17.1	Gene01738
AC104984.3	Gene01739
PASK	Gene01740
SNX12	Gene01741
HMGB1P1	Gene01742
RP11-295D4.3	Gene01743
RBM12	Gene01744
SNORA3	Gene01745
C19orf73	Gene01746
ZNF804B	Gene01747
AC015712.4	Gene01748
LINC02562	Gene01749
IGHA1	Gene01750
TUBA3D	Gene01751
AC126773.3	Gene01752
AC073225.1	Gene01753
FEZF1	Gene01754
SCN2A	Gene01755
ADAMDEC1	Gene01756
CKLF	Gene01757
WDR11-AS1	Gene01758
OR5B2	Gene01759
AL031714.1	Gene01760
SDC3	Gene01761
LSR	Gene01762
AC005920.3	Gene01763
HIF3A	Gene01764
HEATR3	Gene01765
RP11-977G19.10	Gene01766
MIR1254-1	Gene01767
TMEM88	Gene01768
SNHG31	Gene01769
TAPBPL	Gene01770
KIF2A	Gene01771
ANKRD44-IT1	Gene01772
AC005363.2	Gene01773
ZNF280D	Gene01774
NAA25	Gene01775
NLRC3	Gene01776
ADGRF5	Gene01777
GPR107	Gene01778
KRTAP2-2	Gene01779
BLOC1S6	Gene01780
SFTPA1	Gene01781
RP11-329J18.4	Gene01782
MAN1A2	Gene01783
BOLA2B	Gene01784
PLOD3	Gene01785
NFAT5	Gene01786
SPA17	Gene01787
PTGDR2	Gene01788
RP11-20F24.2	Gene01789
RP11-506K6.4	Gene01790
RP11-110I1.5	Gene01791
FAM187A	Gene01792
RPL23AP18	Gene01793
AP000697.6	Gene01794
MAN1B1-AS1	Gene01795
PLEK2	Gene01796
ABCC12	Gene01797
RP11-867G23.12	Gene01798
LINC01603	Gene01799
RP11-477I4.4	Gene01800
XXbac-B444P24.10	Gene01801
SFTPB	Gene01802
ITPA	Gene01803
CCL25	Gene01804
MGC16275	Gene01805
SH3RF3	Gene01806
AL160471.6	Gene01807
XXbac-B476C20.10	Gene01808
AC004551.1	Gene01809
PARP1	Gene01810
ZNF331	Gene01811
RP11-230F18.5	Gene01812
RP11-843P14.2	Gene01813
DACT2	Gene01814
ERVFRD-3	Gene01815
RP11-96D1.8	Gene01816
RP4-622L5.7	Gene01817
RP11-162G10.1	Gene01818
RP11-8L18.2	Gene01819
ZNF385D	Gene01820
RP11-347I19.8	Gene01821
AC016722.4	Gene01822
TRAIP	Gene01823
RP11-261P13.6	Gene01824
ST6GAL2	Gene01825
RP11-2H8.4	Gene01826
LINC00994	Gene01827
MTND1P32	Gene01828
WBP4	Gene01829
RP11-278A23.4	Gene01830
CTF1	Gene01831
RP11-439A17.9	Gene01832
RP11-364P22.2	Gene01833
LONP2	Gene01834
ZNF436-AS1	Gene01835
ZNF141	Gene01836
RP11-4K16.2	Gene01837
FAM183A	Gene01838
SP1	Gene01839
MAF1	Gene01840
ADGRF4	Gene01841
AL031666.2	Gene01842
OR9A2	Gene01843
RP11-58K22.5	Gene01844
BDNF-AS	Gene01845
HSFY1	Gene01846
RP11-102G14.1	Gene01847
LINC00937	Gene01848
PNLIPRP2	Gene01849
SNORD69	Gene01850
AC097532.3	Gene01851
RP11-338N10.3	Gene01852
AC122697.1	Gene01853
RP11-454K7.3	Gene01854
PIK3R4	Gene01855
CTD-3199J23.6	Gene01856
AC005224.2	Gene01857
TWIST2	Gene01858
TRAM1L1	Gene01859
HLA-DRB6	Gene01860
FBP2	Gene01861
TESMIN	Gene01862
RP11-465K1.2	Gene01863
PSMA2P1	Gene01864
PLA2G12A	Gene01865
RP11-446E24.4	Gene01866
KIF13B	Gene01867
RP11-539G18.3	Gene01868
AL136979.1	Gene01869
HEATR6	Gene01870
PRAMEF2	Gene01871
LA16c-358B7.3	Gene01872
AC105219.2	Gene01873
PPP1CA	Gene01874
AC026254.2	Gene01875
RP11-860B13.3	Gene01876
RP11-729L2.2	Gene01877
DNMT3B	Gene01878
RP11-172E10.1	Gene01879
UBASH3B	Gene01880
Z69666.2	Gene01881
RP11-274B21.10	Gene01882
ST8SIA3	Gene01883
AC010273.3	Gene01884
CBLN2	Gene01885
AL109946.1	Gene01886
SH2D1A	Gene01887
ZNF639	Gene01888
RP11-365D23.2	Gene01889
CYP51A1P1	Gene01890
YIF1A	Gene01891
PROKR2	Gene01892
F7	Gene01893
RP11-175B9.2	Gene01894
RP13-514E23.1	Gene01895
FKBP1B	Gene01896
NOC4L	Gene01897
FAM186B	Gene01898
FAM209A	Gene01899
NDUFC1	Gene01900
RASIP1	Gene01901
CCDC101	Gene01902
BNIP3P37	Gene01903
RP11-298O21.2	Gene01904
TCF23	Gene01905
POLH-AS1	Gene01906
MICA	Gene01907
NHP2	Gene01908
AC010978.1	Gene01909
MIRLET7DHG	Gene01910
AL390294.1	Gene01911
ICA1	Gene01912
ITGB1-DT	Gene01913
KCNMB2-AS1	Gene01914
GATM-AS1	Gene01915
AL662907.3	Gene01916
GCM1	Gene01917
ZMYND19	Gene01918
MMP11	Gene01919
TCIM	Gene01920
PGC	Gene01921
YAE1D1	Gene01922
AC091132.5	Gene01923
VIRMA	Gene01924
KIF16B	Gene01925
SCUBE3	Gene01926
RP11-25H12.1	Gene01927
COG8.1	Gene01928
GRK3	Gene01929
RP3-486I3.4	Gene01930
ADAMTSL3	Gene01931
UTS2	Gene01932
GLUL	Gene01933
DRAIC	Gene01934
BAAT	Gene01935
AL162274.1	Gene01936
RP11-624L4.1	Gene01937
TMEM265	Gene01938
AC002553.2	Gene01939
MS4A12	Gene01940
AL353704.1	Gene01941
DRD5	Gene01942
CTC-453G23.7	Gene01943
F13A1	Gene01944
GMPPA	Gene01945
SCGB1B2P	Gene01946
RP11-162A12.4	Gene01947
RN7SL809P	Gene01948
RP1-56K13.3	Gene01949
FBXO16	Gene01950
AC020892.2	Gene01951
AC024592.12	Gene01952
RP11-666A8.8	Gene01953
AP003119.2	Gene01954
ITGA2	Gene01955
GPX3	Gene01956
MURC	Gene01957
LRRC14B	Gene01958
BEND3	Gene01959
RP11-290L1.3	Gene01960
CGN	Gene01961
AC011473.4	Gene01962
SRRD	Gene01963
PPP1R10	Gene01964
TEK	Gene01965
SNORD111	Gene01966
MSMP	Gene01967
RP5-1147A1.1	Gene01968
ANGEL2	Gene01969
MVD	Gene01970
RP11-1391J7.1	Gene01971
PECR	Gene01972
ZSWIM6	Gene01973
RP11-320G10.1	Gene01974
AC092813.1	Gene01975
ARAP1-AS1	Gene01976
RP11-347C18.4	Gene01977
UTP25	Gene01978
ERP27	Gene01979
KCNQ3	Gene01980
TARP	Gene01981
CXorf51B	Gene01982
GABRA1	Gene01983
GGT7	Gene01984
NSL1	Gene01985
UBXN10	Gene01986
CCDC183-AS1	Gene01987
RPS28	Gene01988
CTA-276F8.1	Gene01989
KRTAP26-1	Gene01990
INPP5K	Gene01991
AP3M1	Gene01992
AC022613.1	Gene01993
HTN1	Gene01994
RP11-1055B8.4	Gene01995
ANTXR1	Gene01996
OR8H2	Gene01997
ASNA1	Gene01998
KIAA1045	Gene01999
GLTPD2	Gene02000
RN7SL330P	Gene02001
AC018809.2	Gene02002
CNTN6	Gene02003
BTG3-AS1	Gene02004
PP7080	Gene02005
JMJD6	Gene02006
COTL1	Gene02007
SERPINA5	Gene02008
GNG2	Gene02009
GUCA1B	Gene02010
RP11-22P6.2	Gene02011
ST6GALNAC6	Gene02012
AP003108.2	Gene02013
FAM86FP	Gene02014
SNORA16B	Gene02015
TSGA13	Gene02016
KYNU	Gene02017
PLEKHG2	Gene02018
BIRC3	Gene02019
ANKRD32	Gene02020
PACS2	Gene02021
HYAL3	Gene02022
G6PC3	Gene02023
UNC13C	Gene02024
RNF145	Gene02025
RP11-429G19.3	Gene02026
BLOC1S3	Gene02027
AC026353.1	Gene02028
SLC39A3	Gene02029
ZG16	Gene02030
RP11-253M7.1	Gene02031
CYFIP1	Gene02032
RP11-497G19.2	Gene02033
LARGE-AS1	Gene02034
POTEM	Gene02035
NDUFA3	Gene02036
RP11-728K20.1	Gene02037
FAM57B	Gene02038
AL162377.1	Gene02039
GABRB3	Gene02040
AP4S1	Gene02041
CCDC26	Gene02042
GLYATL2	Gene02043
CTC-297N7.10	Gene02044
CCDC117	Gene02045
ATOH8	Gene02046
AC008079.10	Gene02047
TAX1BP3	Gene02048
RP11-59C5.3	Gene02049
AC245407.2	Gene02050
ARHGAP20	Gene02051
RP11-226L15.5	Gene02052
AL606519.1	Gene02053
GS1-124K5.7	Gene02054
RPL34P33	Gene02055
AC142472.6	Gene02056
IL33	Gene02057
INCA1	Gene02058
LINC02560	Gene02059
PRH1	Gene02060
PIDD1	Gene02061
GNAT2	Gene02062
AC106028.3	Gene02063
PLA2R1	Gene02064
AC009088.3	Gene02065
B4GALNT1	Gene02066
PHYH	Gene02067
CTB-78F1.2	Gene02068
RP11-103C16.2	Gene02069
AC023632.2	Gene02070
NPHP4	Gene02071
LINC02068	Gene02072
RP11-3D4.3	Gene02073
GET3	Gene02074
ANGPTL5	Gene02075
CLDN20	Gene02076
KRR1P1	Gene02077
TNS4	Gene02078
STON2	Gene02079
GS1-259H13.2	Gene02080
AC093162.5	Gene02081
CTC-277H1.7	Gene02082
GPT2	Gene02083
AL355075.6	Gene02084
KIAA0319L	Gene02085
TNNT1	Gene02086
CDRT4	Gene02087
ATG2A	Gene02088
CTD-3131K8.2	Gene02089
C7orf69	Gene02090
RP11-484D2.5	Gene02091
FAR2P1	Gene02092
AC243964.3	Gene02093
RP11-2E11.9	Gene02094
SEC14L3	Gene02095
EPHX2	Gene02096
DNASE2B	Gene02097
RP11-470P21.2	Gene02098
MSH5-SAPCD1	Gene02099
AC074367.1	Gene02100
TNPO2	Gene02101
AIDA	Gene02102
MT-TQ	Gene02103
LINC01580	Gene02104
LAP3	Gene02105
KRT222	Gene02106
MIGA1	Gene02107
RP11-96D24.1	Gene02108
ZNF708	Gene02109
VN1R82P	Gene02110
STEAP2	Gene02111
TMPRSS6	Gene02112
KRTAP21-2	Gene02113
RN7SL762P	Gene02114
ISLR	Gene02115
C2CD5	Gene02116
RP11-373D23.3	Gene02117
TRIM56	Gene02118
PLGLB2	Gene02119
PFKFB1	Gene02120
TBC1D3I	Gene02121
SORD	Gene02122
SLC29A4	Gene02123
RITA1	Gene02124
NAALAD2	Gene02125
RP11-680G10.1	Gene02126
CEACAM5	Gene02127
ARHGAP45	Gene02128
AC027117.1	Gene02129
DERL3	Gene02130
KRT79	Gene02131
OTULINL	Gene02132
FXR2	Gene02133
AC025257.1	Gene02134
