gene	anon_id
COX6A1	Gene33433
AC068389.1	Gene33434
SERPINA7	Gene33435
CCDC61	Gene33436
TAGLN	Gene33437
TAFA1	Gene33438
CTB-96E2.2	Gene33439
TAFA2	Gene33440
RSPH1	Gene33441
RP11-680F20.12	Gene33442
TRIM39	Gene33443
AC009121.3	Gene33444
LINC01473	Gene33445
CDC42EP2	Gene33446
BLCAP	Gene33447
RP11-627D16.1	Gene33448
OR5H14	Gene33449
GRIP2	Gene33450
S100A11	Gene33451
AK2	Gene33452
SAMD12	Gene33453
DDR2	Gene33454
RP11-66B24.7	Gene33455
RFLNB	Gene33456
UBE2Q2P1	Gene33457
RP11-362L22.1	Gene33458
FAR2	Gene33459
PPL	Gene33460
AC141586.2	Gene33461
AC103810.2	Gene33462
ATP5MG	Gene33463
RBM15-AS1	Gene33464
RP11-70L8.4	Gene33465
ARHGEF17	Gene33466
PLXNA1	Gene33467
AL357093.2	Gene33468
CNPY3	Gene33469
HMGXB3	Gene33470
USP17L20	Gene33471
TYW1B	Gene33472
SMC4	Gene33473
HTT	Gene33474
SLPI	Gene33475
PELI1	Gene33476
LPAR1	Gene33477
STRA13	Gene33478
SCN1A	Gene33479
TMEM104	Gene33480
AC020915.2	Gene33481
LINC02762	Gene33482
DDX3Y	Gene33483
ZMAT3	Gene33484
AL049780.2	Gene33485
TUBB8P7	Gene33486
OR52D1	Gene33487
AC025263.1	Gene33488
USP17L7	Gene33489
MIR4713HG	Gene33490
CBFA2T2	Gene33491
PIP5K1B	Gene33492
MIR644A	Gene33493
RNF114	Gene33494
RP4-753M9.1	Gene33495
MPST	Gene33496
AC022784.6	Gene33497
PRKAR1A	Gene33498
BAGE2	Gene33499
ATP5PO	Gene33500
NMT2	Gene33501
SMIM10L2B	Gene33502
LINC01057	Gene33503
FAM87B	Gene33504
ZNF853	Gene33505
KCNT1	Gene33506
PRRC1	Gene33507
PPM1H	Gene33508
MRE11A	Gene33509
EMC10	Gene33510
MIR6887	Gene33511
PPP1R14C	Gene33512
NSRP1	Gene33513
AP000593.7	Gene33514
RP11-367E12.4	Gene33515
KRT6B	Gene33516
MCEE	Gene33517
AC008555.4	Gene33518
TMEM91	Gene33519
MED16	Gene33520
PROK2	Gene33521
ANGPTL1	Gene33522
PEX10	Gene33523
AC127164.1	Gene33524
RP11-178C3.6	Gene33525
RP4-593H12.1	Gene33526
LINC01340	Gene33527
RP11-778D9.12	Gene33528
CTD-2026D20.2	Gene33529
FSTL5	Gene33530
DEFB1	Gene33531
HLA-J	Gene33532
ALPL	Gene33533
AC023509.6	Gene33534
F2	Gene33535
AC008109.1	Gene33536
AC073551.1	Gene33537
OSBPL6	Gene33538
CTB-131K11.1	Gene33539
CAMTA2	Gene33540
SPATS1	Gene33541
PKD2L1	Gene33542
CSN3	Gene33543
TRAM2	Gene33544
EGFL7	Gene33545
TMEM248	Gene33546
RNU6-1233P	Gene33547
ZC2HC1C	Gene33548
AC093827.5	Gene33549
CTD-2047H16.5	Gene33550
EXOC3	Gene33551
RP11-561C5.4	Gene33552
RP11-137H15.4	Gene33553
RNU6-1305P	Gene33554
LINC00493	Gene33555
AC005702.3	Gene33556
PHACTR2-AS1	Gene33557
AF127577.4	Gene33558
KRT76	Gene33559
SPRR2G	Gene33560
AC137579.1	Gene33561
CNOT6	Gene33562
TPST2	Gene33563
RAET1L	Gene33564
HERC1	Gene33565
AC080013.6	Gene33566
RBMS2P1	Gene33567
NPM1P29	Gene33568
CTB-129O4.1	Gene33569
RP11-864I4.1	Gene33570
BCL2A1	Gene33571
AC124248.1	Gene33572
CDC42SE1	Gene33573
CHST8	Gene33574
AL353708.3	Gene33575
FAM8A1	Gene33576
AC099329.3	Gene33577
AC009549.1	Gene33578
PROZ	Gene33579
FCF1	Gene33580
TELO2	Gene33581
MYL6	Gene33582
RN7SL745P	Gene33583
C4orf54	Gene33584
ARMCX4	Gene33585
SLC22A5	Gene33586
RP11-379F4.4	Gene33587
SELPLG	Gene33588
CRB1	Gene33589
RPS11	Gene33590
RP11-601H16.1	Gene33591
GPHB5	Gene33592
RP11-316M21.7	Gene33593
AL020993.1	Gene33594
CCL3L3	Gene33595
MLEC	Gene33596
SMIM4	Gene33597
RP11-85B7.2	Gene33598
PALLD	Gene33599
CREBL2	Gene33600
RN7SL558P	Gene33601
UBE2CP2	Gene33602
RP11-1123I8.1	Gene33603
AC091053.2	Gene33604
RP11-295H24.4	Gene33605
FAM160B1	Gene33606
TMEM129	Gene33607
RP13-735L24.1	Gene33608
RP3-340B19.2	Gene33609
SLC4A1	Gene33610
RP4-569M23.4	Gene33611
FAM186A	Gene33612
MRPL13	Gene33613
IL11RA	Gene33614
SPTSSB	Gene33615
COLCA2	Gene33616
TRPM1	Gene33617
H3F3C	Gene33618
CXCL13	Gene33619
BPY2B	Gene33620
FBRS	Gene33621
RP11-270C12.3	Gene33622
RP11-375N15.2	Gene33623
ZDHHC8	Gene33624
AL603910.1	Gene33625
DNM2	Gene33626
AC132807.1	Gene33627
SRPK2	Gene33628
OR8B10P	Gene33629
RN7SL362P	Gene33630
CYP17A1-AS1	Gene33631
ZNF444	Gene33632
MTOR-AS1	Gene33633
AARS2	Gene33634
AC022784.1	Gene33635
CARD8	Gene33636
SUPT4H1	Gene33637
AP005899.1	Gene33638
RP11-547I7.1	Gene33639
TPI1	Gene33640
C2orf82	Gene33641
RXFP1	Gene33642
PYCARD	Gene33643
KCNC4	Gene33644
AL158801.2	Gene33645
AC025178.1	Gene33646
AL096870.8	Gene33647
PLXNA2	Gene33648
BFAR	Gene33649
AC117372.1	Gene33650
NBPF3	Gene33651
HIST1H4I	Gene33652
RPL34P26	Gene33653
HIST3H2A	Gene33654
AC073069.2	Gene33655
CCDC146	Gene33656
AC019097.7	Gene33657
ZNF593	Gene33658
SLCO2B1	Gene33659
MRPL12	Gene33660
HMGCS1	Gene33661
TMEM50B	Gene33662
OR2A42	Gene33663
AP000577.2	Gene33664
CTB-77H17.1	Gene33665
LINC00640	Gene33666
IFNG	Gene33667
CTD-3010D24.3	Gene33668
AP001273.1	Gene33669
AL049840.2	Gene33670
PANK2	Gene33671
TMEM216	Gene33672
CCDC120	Gene33673
KRTAP19-4	Gene33674
LGR5	Gene33675
MZT1	Gene33676
PLPPR1	Gene33677
PRKAA1	Gene33678
MAP2K5	Gene33679
EVC	Gene33680
MRS2	Gene33681
C10orf95	Gene33682
LINC01091	Gene33683
FAM122A	Gene33684
RSF1	Gene33685
RP11-386M24.8	Gene33686
CTD-2349P21.7	Gene33687
LINC00637	Gene33688
LCE3A	Gene33689
AC096733.2	Gene33690
AC068282.3	Gene33691
RIPOR1	Gene33692
AP000254.1	Gene33693
AC006539.3	Gene33694
PBOV1	Gene33695
TBX4	Gene33696
FAM83E	Gene33697
CTD-2024I7.18	Gene33698
VPS41	Gene33699
KRT8P46	Gene33700
PDZK1	Gene33701
C17orf85	Gene33702
GREB1	Gene33703
CCDC121	Gene33704
SZT2-AS1	Gene33705
TTBK1	Gene33706
GTPBP2	Gene33707
PPP6R1	Gene33708
C20orf202	Gene33709
AP000462.3	Gene33710
AL122035.1	Gene33711
UBA7	Gene33712
TUBGCP2	Gene33713
UBE2C	Gene33714
KIAA0825	Gene33715
EDRF1-DT	Gene33716
RP3-335E1.1	Gene33717
IRX5	Gene33718
OLFM1	Gene33719
NUPL2	Gene33720
RPL7AP15	Gene33721
EMG1	Gene33722
RP11-131M11.2	Gene33723
AC048344.4	Gene33724
RP11-195O1.5	Gene33725
NEK5	Gene33726
AF129075.3	Gene33727
RP11-192H23.4	Gene33728
SPATA13-AS1	Gene33729
INF2	Gene33730
RN7SL801P	Gene33731
CTC-499B15.6	Gene33732
C2orf70	Gene33733
AC104506.1	Gene33734
RP11-474G23.3	Gene33735
AC068620.1	Gene33736
CHRNB3	Gene33737
RP11-666A8.9	Gene33738
C1orf210	Gene33739
Mar.04	Gene33740
IMPA1P	Gene33741
IL18RAP	Gene33742
SNORD1B	Gene33743
C4orf27	Gene33744
RP11-395I14.2	Gene33745
FBXL13	Gene33746
AC114947.2	Gene33747
AC024937.4	Gene33748
SERPINB3	Gene33749
SOX2-OT	Gene33750
AL390877.1	Gene33751
RHBDD1	Gene33752
LIMK2	Gene33753
CEP55	Gene33754
RPL21P32	Gene33755
AL021918.2	Gene33756
BCL10	Gene33757
AC099517.1	Gene33758
KRBA2	Gene33759
DIO1	Gene33760
RP11-394I13.2	Gene33761
RP1-138B7.5	Gene33762
MRFAP1	Gene33763
AAMP	Gene33764
RP11-353N14.7	Gene33765
ZCCHC6	Gene33766
RP3-424M6.4	Gene33767
MYO1A	Gene33768
MAP3K1	Gene33769
RP11-84G21.1	Gene33770
RP5-965G21.3	Gene33771
LINC00106	Gene33772
DEFB135	Gene33773
DDX58	Gene33774
BNIP3P5	Gene33775
LIN7A	Gene33776
TEX49	Gene33777
TRAF1	Gene33778
ZSCAN23	Gene33779
SNRPD3	Gene33780
EXOSC9	Gene33781
AL139353.1	Gene33782
ZNF878	Gene33783
OR52B4	Gene33784
AL391834.3	Gene33785
WASH2P	Gene33786
AC007066.3	Gene33787
C1GALT1	Gene33788
RP11-381E24.4	Gene33789
MRPS6	Gene33790
B4GALNT2	Gene33791
IFI16	Gene33792
AC068831.15	Gene33793
SP9	Gene33794
UBE2V2	Gene33795
AL139424.1	Gene33796
YWHAE	Gene33797
GSDMD	Gene33798
MED7	Gene33799
ECT2	Gene33800
TRPC5	Gene33801
FTLP6	Gene33802
CELA3B	Gene33803
WHRN	Gene33804
MCUR1	Gene33805
RP11-758H9.2	Gene33806
RP11-195F19.9	Gene33807
SEC14L6	Gene33808
COX4I1	Gene33809
CRTC3	Gene33810
CYB561A3	Gene33811
GATM	Gene33812
TUFT1	Gene33813
AC008494.3	Gene33814
OR2C1	Gene33815
PDE6G	Gene33816
RP11-426A6.5	Gene33817
C11orf45	Gene33818
ZNF337	Gene33819
RP11-428C19.4	Gene33820
TMEM71	Gene33821
AC016405.1	Gene33822
RP11-711G10.1	Gene33823
VGLL1	Gene33824
CTC-487M23.6	Gene33825
GPI	Gene33826
GMEB1	Gene33827
ZNF92P3	Gene33828
SULT1E1	Gene33829
RP1-20N2.8	Gene33830
AC005702.4	Gene33831
OR12D2	Gene33832
AL356289.1	Gene33833
RP11-152C15.1	Gene33834
FAM160A2	Gene33835
FREM3	Gene33836
RP11-541N10.3	Gene33837
SEC22C	Gene33838
CNST	Gene33839
PLAC4	Gene33840
EIF3J	Gene33841
RP11-700H6.1	Gene33842
AC107884.1	Gene33843
AL021807.1	Gene33844
SPG11	Gene33845
GLYATL1P1	Gene33846
RP11-7F17.3	Gene33847
CIITA	Gene33848
LOC388780	Gene33849
CCDC148	Gene33850
FNDC4	Gene33851
NMU	Gene33852
YEATS4	Gene33853
RNA5SP20	Gene33854
IQCG	Gene33855
PIPOX	Gene33856
CTD-2301A4.3	Gene33857
RP11-232D9.1	Gene33858
LINC01237	Gene33859
CMIP	Gene33860
STAT2	Gene33861
RNU2-63P	Gene33862
RNASEK	Gene33863
PRDX2	Gene33864
RP13-49I15.6	Gene33865
RPS13	Gene33866
HMGB1P7	Gene33867
AC092127.1	Gene33868
RPL34	Gene33869
RP5-1065P14.2	Gene33870
RPA2	Gene33871
GAS8-AS1	Gene33872
ATP11AUN	Gene33873
GHRHR	Gene33874
AC099669.1	Gene33875
COL6A5	Gene33876
AL110292.1	Gene33877
KLHL1	Gene33878
AC006141.1	Gene33879
RP11-18B16.2	Gene33880
RNF43	Gene33881
PKN2	Gene33882
PICK1	Gene33883
ISY1	Gene33884
MSRB3	Gene33885
RP11-452L6.5	Gene33886
RNF175	Gene33887
RNVU1-15	Gene33888
BPIFB6	Gene33889
UCHL5	Gene33890
CLIC3	Gene33891
TFB2M	Gene33892
AC138649.1	Gene33893
PROKR1	Gene33894
RNF115	Gene33895
AL021918.3	Gene33896
RP11-339B21.15	Gene33897
MESP1	Gene33898
AL031666.3	Gene33899
BBS7	Gene33900
DGKI	Gene33901
NTN4	Gene33902
RP11-38C17.1	Gene33903
HMGA1P8	Gene33904
RP11-627K11.6	Gene33905
C3orf18	Gene33906
ESPN	Gene33907
PPP1CB	Gene33908
CROCCP3	Gene33909
AC087473.1	Gene33910
PRR15L	Gene33911
CTC-338M12.5	Gene33912
SH3D21	Gene33913
RPL29	Gene33914
CCNO	Gene33915
DUBR	Gene33916
RP11-406H23.2	Gene33917
SWSAP1	Gene33918
ZNF674	Gene33919
AC002069.5	Gene33920
NFATC2	Gene33921
LTB	Gene33922
RP11-158H5.7	Gene33923
AC004980.10	Gene33924
MED31	Gene33925
RP11-461L13.3	Gene33926
LOC283710	Gene33927
CCDC71	Gene33928
CTD-2036P10.3	Gene33929
AC018752.1	Gene33930
ITGA9-AS1	Gene33931
EPB41L4A-DT	Gene33932
KCNF1	Gene33933
RP11-390F4.2	Gene33934
MED15	Gene33935
CARS	Gene33936
GTPBP10	Gene33937
SURF2	Gene33938
PAPPA2	Gene33939
OR10H2	Gene33940
AC073111.4	Gene33941
TP53INP1	Gene33942
TSPAN19	Gene33943
RP11-231C14.4	Gene33944
BTF3P9	Gene33945
CNGA2	Gene33946
SPAG9	Gene33947
SRF	Gene33948
RP4-751H13.5	Gene33949
AIFM1	Gene33950
CHD7	Gene33951
RP5-901A4.1	Gene33952
PPID	Gene33953
SCARNA14	Gene33954
DICER1-AS1	Gene33955
GBAP1	Gene33956
PHACTR2	Gene33957
SPANXN5	Gene33958
APOBEC1	Gene33959
AL109614.1	Gene33960
ACOT9	Gene33961
CLCN5	Gene33962
TSPEAR	Gene33963
AC010834.2	Gene33964
CARD6	Gene33965
AL109615.2	Gene33966
AC009948.3	Gene33967
FRMD4A	Gene33968
FGFR3	Gene33969
RP11-55L4.2	Gene33970
RP11-415J8.7	Gene33971
MCF2	Gene33972
CLDN8	Gene33973
AC087645.2	Gene33974
PKN2-AS1	Gene33975
OTUD1	Gene33976
SLC2A3	Gene33977
PARS2	Gene33978
RP11-574K11.5	Gene33979
RP11-253E3.1	Gene33980
G3BP2	Gene33981
TM9SF1	Gene33982
AC125611.3	Gene33983
ZNF484	Gene33984
AC097641.2	Gene33985
RP11-306G20.1	Gene33986
RP11-140H17.2	Gene33987
MIR423	Gene33988
TXLNB	Gene33989
RP11-114M5.1	Gene33990
RP11-298I3.3	Gene33991
PCDHB1	Gene33992
TSGA10	Gene33993
HEXDC-IT1	Gene33994
RP11-169K17.4	Gene33995
RP11-1149O23.2	Gene33996
AC135782.1	Gene33997
CIB4	Gene33998
ZKSCAN5	Gene33999
AP001610.5	Gene34000
FDCSP	Gene34001
RP3-415N12.1	Gene34002
RHNO1	Gene34003
AC027801.4	Gene34004
SNORA55	Gene34005
SNORA54	Gene34006
NKX3-2	Gene34007
MT-TL1	Gene34008
RNU6-125P	Gene34009
ZNF747	Gene34010
TPPP2	Gene34011
CTC-447K7.1	Gene34012
LINC01411	Gene34013
PAPOLA	Gene34014
CTD-2622I13.3	Gene34015
IL10RB-DT	Gene34016
KRTAP5-6	Gene34017
AC006427.2	Gene34018
DGCR2	Gene34019
CTC-250I14.6	Gene34020
AL135910.1	Gene34021
HPCAL1	Gene34022
C6orf1	Gene34023
RP11-14N9.1	Gene34024
AF165147.1	Gene34025
LINC02465	Gene34026
WBSCR16	Gene34027
AP000302.58	Gene34028
BX664615.2	Gene34029
GPATCH2	Gene34030
NPR2	Gene34031
PCDHGA1	Gene34032
TRIM55	Gene34033
AL391650.1	Gene34034
PARPG1	Gene34035
ATP7A	Gene34036
AP000844.2	Gene34037
AL121809.1	Gene34038
CPSF2	Gene34039
AC004494.1	Gene34040
RP5-1139B12.3	Gene34041
RP11-247I13.3	Gene34042
HYDIN	Gene34043
RPS6KB1	Gene34044
AC005281.1	Gene34045
DNAJC22	Gene34046
RP11-377D9.3	Gene34047
RNU6-780P	Gene34048
ACSM2B	Gene34049
KLHDC4	Gene34050
HIST1H2BH	Gene34051
NINJ1	Gene34052
MAP1LC3A	Gene34053
Z93020.1	Gene34054
TMEM170B	Gene34055
AGAP6	Gene34056
AP006621.1	Gene34057
CH17-302M23.1	Gene34058
TRIM7	Gene34059
C2-AS1	Gene34060
FNBP1	Gene34061
WDR45	Gene34062
SQSTM1	Gene34063
COL22A1	Gene34064
PLCXD1	Gene34065
BAIAP2-AS1	Gene34066
UNC45B	Gene34067
TAF6L	Gene34068
BTBD16	Gene34069
SEC14L2	Gene34070
DNM1L	Gene34071
CTC-459F4.3	Gene34072
H3F3AP6	Gene34073
PRR14L	Gene34074
RP11-95O2.5	Gene34075
AP003392.6	Gene34076
SCAI	Gene34077
TAOK3	Gene34078
OR5D18	Gene34079
AC023794.1	Gene34080
CTD-2524L6.3	Gene34081
EMCN	Gene34082
CTD-2381F24.1	Gene34083
CANX	Gene34084
MAPKAPK5	Gene34085
RP1-224A6.8	Gene34086
GRM6	Gene34087
TOGARAM2	Gene34088
RGMA	Gene34089
AC156455.1	Gene34090
RECK	Gene34091
AC009088.1	Gene34092
AP001432.1	Gene34093
RPL39P36	Gene34094
RFESD	Gene34095
MIPOL1	Gene34096
FBN2	Gene34097
AC010420.1	Gene34098
SLC25A43	Gene34099
LGALS3	Gene34100
SORCS3	Gene34101
RALB	Gene34102
KRT89P	Gene34103
FAM91A1	Gene34104
CCDC192	Gene34105
RP11-146E13.4	Gene34106
TTN	Gene34107
MYLIP	Gene34108
ADGRF5P1	Gene34109
RN7SL800P	Gene34110
TPRN	Gene34111
GINS4	Gene34112
C6orf62	Gene34113
AC005746.3	Gene34114
TMCO3	Gene34115
TMPO-AS1	Gene34116
LRP6	Gene34117
IFIH1	Gene34118
SYTL5	Gene34119
RP11-508N12.2	Gene34120
RP11-10A14.3	Gene34121
AC107032.3	Gene34122
ITPKB	Gene34123
SLC5A8	Gene34124
RP11-235C23.5	Gene34125
SDHAP1	Gene34126
RP11-503P10.1	Gene34127
AC010478.1	Gene34128
QTRT2	Gene34129
SERPINA4	Gene34130
MEIS2	Gene34131
MUC22	Gene34132
C14orf142	Gene34133
RP11-903H12.3	Gene34134
AC022034.1	Gene34135
LINC00486	Gene34136
SHE	Gene34137
EPSTI1	Gene34138
MAOA	Gene34139
WSCD2	Gene34140
GAS6	Gene34141
NFYC	Gene34142
DYNC1I2P1	Gene34143
AC109597.1	Gene34144
ADAMTS10	Gene34145
AC012531.1	Gene34146
PLEKHA3P1	Gene34147
AC022201.5	Gene34148
ARPC4-TTLL3	Gene34149
LL22NC03-N64E9.1	Gene34150
INTS6L	Gene34151
NOD1	Gene34152
NEIL3	Gene34153
ADSS	Gene34154
MOK	Gene34155
RP11-468N14.13	Gene34156
RP11-568J23.8	Gene34157
TRIM51	Gene34158
LIPJ	Gene34159
AC068633.1	Gene34160
SPTAN1	Gene34161
AC083843.4	Gene34162
DTWD2	Gene34163
TCHH	Gene34164
PRM2	Gene34165
HNF1A	Gene34166
RP11-53B2.1	Gene34167
SYN2	Gene34168
NUP42	Gene34169
APOLD1	Gene34170
CTD-2547G23.2	Gene34171
TIE1	Gene34172
CAT	Gene34173
AC025165.8	Gene34174
AC016745.3	Gene34175
IL22RA1	Gene34176
AC104986.1	Gene34177
SLC22A18AS	Gene34178
LEPROTL1	Gene34179
DSTYK	Gene34180
RP4-539M6.20	Gene34181
MCTS2P	Gene34182
RP11-696N14.1	Gene34183
RP1-191J18.66	Gene34184
CBX8	Gene34185
RBMXP2	Gene34186
DHRS3	Gene34187
RP11-35O15.1	Gene34188
C19orf84	Gene34189
MTA3	Gene34190
ARHGDIG	Gene34191
AL022323.3	Gene34192
PBX2	Gene34193
HCRT	Gene34194
SEMA3G	Gene34195
AC231981.1	Gene34196
CSF2RA	Gene34197
AC003104.1	Gene34198
AC010654.1	Gene34199
LINC00526	Gene34200
RNF5	Gene34201
AURKAPS1	Gene34202
AC007216.2	Gene34203
LINC01715	Gene34204
CD3EAP	Gene34205
DDIT4-AS1	Gene34206
AC106782.20	Gene34207
AF240627.2	Gene34208
ANKRD13D	Gene34209
AC002429.5	Gene34210
DPP9-AS1	Gene34211
FLJ44511	Gene34212
TMEM123	Gene34213
MPP6	Gene34214
UAP1	Gene34215
AP000692.1	Gene34216
LOC100129940	Gene34217
FCRL5	Gene34218
AC092384.1	Gene34219
CTC-281F24.1	Gene34220
MTMR12	Gene34221
LINC01416	Gene34222
AC015871.4	Gene34223
CLIP3	Gene34224
DAB2	Gene34225
ATP5F1	Gene34226
C4BPA	Gene34227
SERPINB8	Gene34228
C4orf36	Gene34229
MIR7-1	Gene34230
SMIM1	Gene34231
FBXL15	Gene34232
ALDH4A1	Gene34233
RP11-352M15.2	Gene34234
VKORC1L1	Gene34235
CTD-2555K7.2	Gene34236
MIR1539	Gene34237
CLEC18C	Gene34238
AC009118.2	Gene34239
SMAP1	Gene34240
RP11-380B4.3	Gene34241
LEPREL2	Gene34242
AL359834.1	Gene34243
BX324167.1	Gene34244
CNIH1	Gene34245
LOC100287036	Gene34246
ITGA9	Gene34247
TERT	Gene34248
TIA1	Gene34249
RPS25	Gene34250
AHNAK2	Gene34251
CT45A7	Gene34252
RP11-359E3.4	Gene34253
TOMM20	Gene34254
RN7SL49P	Gene34255
S100A12	Gene34256
NLE1	Gene34257
THBS3	Gene34258
TGS1	Gene34259
AC018462.1	Gene34260
DHRSX-IT1	Gene34261
AC004943.3	Gene34262
AL121603.2	Gene34263
TTC28-AS1_2	Gene34264
EMG1.1	Gene34265
PI15	Gene34266
OR2J3	Gene34267
FAM230C	Gene34268
KB-1507C5.2	Gene34269
L3MBTL3	Gene34270
RP11-259A24.1	Gene34271
RP11-365H22.2	Gene34272
GGH	Gene34273
MTREX	Gene34274
RPL7P11	Gene34275
RP11-1017G21.3	Gene34276
LRTM1	Gene34277
RP11-266J6.2	Gene34278
COMP	Gene34279
MIR4444-1	Gene34280
RP11-554D14.2	Gene34281
PDLIM5	Gene34282
AL157834.1	Gene34283
AL355612.1	Gene34284
PDSS1P2	Gene34285
SLC7A13	Gene34286
KRT18P4	Gene34287
PDZD8	Gene34288
RP11-77K12.8	Gene34289
CACNA2D4	Gene34290
RBM28	Gene34291
AC105137.2	Gene34292
PLLP	Gene34293
EEF1B2	Gene34294
AC103703.1	Gene34295
LINC02478	Gene34296
LINC00540	Gene34297
AC092667.2	Gene34298
RNU6-638P	Gene34299
ASB9	Gene34300
JAGN1	Gene34301
RP11-214K3.24	Gene34302
ADNP	Gene34303
IL36G	Gene34304
WFDC1	Gene34305
TMX2-CTNND1	Gene34306
AC025287.2	Gene34307
AC010980.1	Gene34308
RP3-467N11.1	Gene34309
NPSR1-AS1	Gene34310
AC026704.1	Gene34311
CYB5A	Gene34312
LCA5L	Gene34313
TMCO2	Gene34314
ST7-OT4_3	Gene34315
TMEM136	Gene34316
CAMK2G	Gene34317
HMGN1P12	Gene34318
OR13D3P	Gene34319
BCAS1	Gene34320
CWF19L2	Gene34321
MIR646HG	Gene34322
BAIAP2L2	Gene34323
CTD-2014D20.1	Gene34324
CCT6P3	Gene34325
DENND4B	Gene34326
AC003101.1	Gene34327
RBMS1P1	Gene34328
SH2D3A	Gene34329
RP11-320N21.2	Gene34330
PSMG3	Gene34331
LOXL2	Gene34332
RN7SKP74	Gene34333
AL357140.4	Gene34334
SEC61G	Gene34335
GZMB	Gene34336
CEL	Gene34337
RP11-46D6.1	Gene34338
RNU7-124P	Gene34339
TLR4	Gene34340
AC007773.2	Gene34341
AP003419.3	Gene34342
CCDC59	Gene34343
RPL10A	Gene34344
RP11-115A14.1	Gene34345
PTPRE	Gene34346
RNU6ATAC	Gene34347
MANEA-AS1	Gene34348
KCNK12	Gene34349
CTBS	Gene34350
DDAH2	Gene34351
AC023469.1	Gene34352
AC018693.6	Gene34353
LAMC1	Gene34354
SLCO4A1	Gene34355
AL355922.2	Gene34356
FMR1-IT1	Gene34357
SULT1C4	Gene34358
FTH1P8	Gene34359
RP11-562A8.4	Gene34360
BAX	Gene34361
GUCY2D	Gene34362
C14orf159	Gene34363
VAMP8	Gene34364
AC009262.1	Gene34365
KLHL40	Gene34366
ZKSCAN3	Gene34367
GMCL1	Gene34368
RNU5A-4P	Gene34369
AL132655.2	Gene34370
RP11-27M24.2	Gene34371
TM4SF18	Gene34372
FGF20	Gene34373
RP11-815I9.5	Gene34374
DNASE2	Gene34375
LINC01226	Gene34376
MICU3	Gene34377
MIR1248	Gene34378
SF3B4	Gene34379
RUSC1	Gene34380
FXN	Gene34381
TPM3P8	Gene34382
RP11-343C2.12	Gene34383
MAB21L4	Gene34384
WDR5B	Gene34385
PLCB2	Gene34386
AC008427.2	Gene34387
RP11-203M5.8	Gene34388
BX571672.1	Gene34389
RP4-591N18.2	Gene34390
AC013391.2	Gene34391
RP11-397P13.7	Gene34392
TP53TG3B	Gene34393
ANXA10	Gene34394
RASGEF1C	Gene34395
GSTM3	Gene34396
RP11-265D17.2	Gene34397
CTD-2350J17.1	Gene34398
PROS1	Gene34399
SULF1	Gene34400
ZADH2	Gene34401
PPP2R1B	Gene34402
AL451042.2	Gene34403
ZNF337-AS1	Gene34404
SHQ1	Gene34405
LIME1	Gene34406
CCDC181	Gene34407
RASGRP4	Gene34408
SEC13	Gene34409
RNF157-AS1	Gene34410
AC092868.2	Gene34411
STMN1P1	Gene34412
KIAA1191	Gene34413
MCM5	Gene34414
CYLD	Gene34415
CTD-3193O13.14	Gene34416
AL136298.1	Gene34417
RP1-223E5.4	Gene34418
PDIA3P1	Gene34419
LINC00854	Gene34420
MT-ND1	Gene34421
NLRP1	Gene34422
KLF17	Gene34423
ERLEC1	Gene34424
APTX	Gene34425
CTD-3185P2.1	Gene34426
MYL12BP1	Gene34427
FUT6	Gene34428
AP002813.1	Gene34429
XXbac-BPG154L12.5	Gene34430
SMIM27	Gene34431
ANKRD30BP3	Gene34432
S100A7	Gene34433
LOC645382	Gene34434
AC090833.1	Gene34435
CTD-2583A14.8	Gene34436
AC107027.1	Gene34437
YIPF4	Gene34438
ZNF416	Gene34439
OR2H1	Gene34440
AC002558.3	Gene34441
KB-431C1.4	Gene34442
CACNB1	Gene34443
MT-CO3	Gene34444
KIF5A	Gene34445
PDE6B	Gene34446
DLG3-AS1	Gene34447
Z83001.1	Gene34448
CRYGS	Gene34449
ACOT2	Gene34450
STX17-AS1	Gene34451
AP000721.2	Gene34452
SFRP1	Gene34453
SNX31	Gene34454
RP3-329A5.8	Gene34455
CELP	Gene34456
CTC-209L16.1	Gene34457
RP11-298J20.4	Gene34458
MIR93	Gene34459
BMP7	Gene34460
MGC39584	Gene34461
PSMD3	Gene34462
IQCJ-SCHIP1	Gene34463
RPL10L	Gene34464
NME1-NME2	Gene34465
CTD-2325M2.1	Gene34466
HMX3	Gene34467
DNAJA1	Gene34468
KIAA1328	Gene34469
RP5-1021I20.8	Gene34470
SPIB	Gene34471
OLFM2	Gene34472
RP11-236L14.1	Gene34473
MAP1S	Gene34474
AL358944.1	Gene34475
CELF3	Gene34476
INSC	Gene34477
KRT8P33	Gene34478
RP11-231C18.3	Gene34479
KRT8P4	Gene34480
AC106791.1	Gene34481
CHODL	Gene34482
MIR4500HG	Gene34483
ZNF792	Gene34484
RP11-363J17.1	Gene34485
KIF23	Gene34486
KRT8P47	Gene34487
AC006547.3	Gene34488
PRMT5	Gene34489
NDST3	Gene34490
PROSC	Gene34491
RWDD3	Gene34492
RP11-368P15.3	Gene34493
KCNH1	Gene34494
AL450345.2	Gene34495
ZNF575	Gene34496
PCCA-DT	Gene34497
RGS8	Gene34498
AC005786.7	Gene34499
RP11-10C24.3	Gene34500
SMR3B	Gene34501
DPY19L1P2	Gene34502
RP11-46H11.12	Gene34503
C19orf38	Gene34504
RP11-7O11.3	Gene34505
AC073529.1	Gene34506
KIAA0895	Gene34507
