gene	global_rank_original	global_rank_anonymized	ranks_match
LINC01001	12480	12480	True
LINC01002	15165	15165	True
LINC01003	12341	12341	True
LINC01004	11826	11826	True
LINC01006	11165	11165	True
LINC01011	12670	12670	True
LINC01016	11221	11221	True
LINC01023	12467	12467	True
LINC01063	12210	12210	True
LINC01087	13292	13292	True
LINC01089	12591	12591	True
LINC01106	11796	11796	True
LINC01116	11185	11185	True
LINC01117	15204	15204	True
LINC01123	11530	11530	True
LINC01126	13726	13726	True
LINC01128	14601	14601	True
LINC01134	15078	15078	True
LINC01136	15248	15248	True
LINC01137	11176	11176	True
LINC01138	13038	13038	True
LINC01143	13440	13440	True
LINC01176	13270	13270	True
LINC01184	12621	12621	True
LINC01208	13860	13860	True
LINC01213	11113	11113	True
LINC01237	13403	13403	True
LINC01252	11181	11181	True
LINC01270	12293	12293	True
LINC01277	14711	14711	True
LINC01278	14322	14322	True
LINC01290	13249	13249	True
LINC01291	11169	11169	True
LINC01301	13321	13321	True
LINC01311	12298	12298	True
LINC01315	11232	11232	True
LINC01348	13146	13146	True
LINC01351	13283	13283	True
LINC01355	14685	14685	True
LINC01359	13341	13341	True
LINC01376	14948	14948	True
LINC01389	12088	12088	True
LINC01410	13720	13720	True
LINC01411	13383	13383	True
LINC01431	12481	12481	True
LINC01446	13123	13123	True
LINC01456	13252	13252	True
LINC01465	14504	14504	True
LINC01468	14002	14002	True
LINC01473	14930	14930	True
LINC01503	11195	11195	True
LINC01508	13056	13056	True
LINC01515	11442	11442	True
LINC01521	11953	11953	True
LINC01534	13505	13505	True
LINC01535	13157	13157	True
LINC01547	13311	13311	True
LINC01550	13461	13461	True
LINC01560	14019	14019	True
LINC01569	14688	14688	True
LINC01588	14952	14952	True
LINC01611	13381	13381	True
LINGO1	2829	2829	True
LINGO2	14562	14562	True
LINGO3	13289	13289	True
LINS	14316	14316	True
LIPA	5100	5100	True
LIPE	12104	12104	True
LIPE-AS1	12462	12462	True
LIPG	12183	12183	True
LIPH	1360	1360	True
LIPT1	7668	7668	True
LIPT2	9862	9862	True
LITAF	6288	6288	True
LIX1L	12657	12657	True
LKAAEAR1	13401	13401	True
LLGL1	6936	6936	True
LLGL2	5711	5711	True
LLPH	3062	3062	True
LMAN1	7534	7534	True
LMAN2	4825	4825	True
LMAN2L	7087	7087	True
LMBR1	7015	7015	True
LMBR1L	1335	1335	True
LMBRD1	6370	6370	True
LMBRD2	10182	10182	True
LMCD1	1281	1281	True
LMCD1-AS1	14680	14680	True
LMF1	3212	3212	True
LMF1-AS1	14249	14249	True
LMF2	2895	2895	True
LMLN	4227	4227	True
LMNA	4726	4726	True
LMNB1	5187	5187	True
LMNB2	6094	6094	True
LMNTD1	13224	13224	True
LMNTD2	6933	6933	True
LMO1	1011	1011	True
LMO2	515	515	True
LMO3	12254	12254	True
LMO4	380	380	True
LMO7	460	460	True
LMO7-AS1	15116	15116	True
LMOD1	11717	11717	True
LMOD3	12449	12449	True
LMTK2	3381	3381	True
LMTK3	4958	4958	True
LMX1B	701	701	True
LNP1	3928	3928	True
LNPEP	10364	10364	True
LNX1	2966	2966	True
LNX2	9321	9321	True
LOH12CR1	13325	13325	True
LOH12CR2	13947	13947	True
LONP1	5835	5835	True
LONP2	650	650	True
LONRF1	7850	7850	True
LONRF2	6530	6530	True
LONRF3	106	106	True
LOX	217	217	True
LOXL1	2440	2440	True
LOXL1-AS1	12624	12624	True
LOXL2	9651	9651	True
LOXL3	2324	2324	True
LOXL4	14636	14636	True
LPAR1	141	141	True
LPAR2	5446	5446	True
LPAR3	14016	14016	True
LPAR5	14102	14102	True
LPAR6	12699	12699	True
LPCAT1	1568	1568	True
LPCAT2	4029	4029	True
LPCAT3	10129	10129	True
LPCAT4	7196	7196	True
LPGAT1	2412	2412	True
LPIN1	22	22	True
LPIN2	3309	3309	True
LPIN3	3126	3126	True
LPL	13704	13704	True
LPO	13649	13649	True
LPP	2253	2253	True
LPP-AS2	12234	12234	True
LPPR2	13544	13544	True
LPPR3	13226	13226	True
LPXN	2184	2184	True
LRAT	11629	11629	True
LRBA	10299	10299	True
LRCH1	4674	4674	True
LRCH3	4601	4601	True
LRCH4	6099	6099	True
LRFN1	3303	3303	True
LRFN2	11952	11952	True
LRFN3	7179	7179	True
LRFN4	4276	4276	True
LRFN5	11782	11782	True
LRG1	1266	1266	True
LRGUK	11614	11614	True
LRIF1	1193	1193	True
LRIG1	654	654	True
LRIG2	8108	8108	True
LRIG3	1003	1003	True
LRP1	443	443	True
LRP10	847	847	True
LRP11	6868	6868	True
LRP12	92	92	True
LRP1B	673	673	True
LRP2	11993	11993	True
LRP2BP	11732	11732	True
LRP3	6903	6903	True
LRP4	1464	1464	True
LRP5	4143	4143	True
LRP5L	1756	1756	True
LRP6	3115	3115	True
LRP8	5714	5714	True
LRPAP1	6085	6085	True
LRPPRC	4913	4913	True
LRR1	9623	9623	True
LRRC1	10390	10390	True
LRRC10B	11120	11120	True
LRRC14	9141	9141	True
LRRC15	13701	13701	True
LRRC16A	14145	14145	True
LRRC16B	14130	14130	True
LRRC17	12636	12636	True
LRRC19	14536	14536	True
LRRC20	1023	1023	True
LRRC23	2746	2746	True
LRRC24	9415	9415	True
LRRC26	3921	3921	True
LRRC27	9772	9772	True
LRRC28	4162	4162	True
LRRC29	2595	2595	True
LRRC3	5038	5038	True
LRRC31	13727	13727	True
LRRC34	14789	14789	True
LRRC36	14760	14760	True
LRRC37A	12019	12019	True
LRRC37A2	7687	7687	True
LRRC37A3	8524	8524	True
LRRC37B	2874	2874	True
LRRC39	12362	12362	True
LRRC4	12513	12513	True
LRRC40	6256	6256	True
LRRC41	6700	6700	True
LRRC42	11083	11083	True
LRRC45	9497	9497	True
LRRC46	10362	10362	True
LRRC47	8417	8417	True
LRRC48	14450	14450	True
LRRC49	5172	5172	True
LRRC4C	12243	12243	True
LRRC56	4223	4223	True
LRRC57	5022	5022	True
LRRC58	9819	9819	True
LRRC59	5622	5622	True
LRRC6	262	262	True
LRRC61	2450	2450	True
LRRC69	11642	11642	True
LRRC7	12455	12455	True
LRRC73	7464	7464	True
LRRC74B	15043	15043	True
LRRC75A	8051	8051	True
LRRC75B	4569	4569	True
LRRC8A	8981	8981	True
LRRC8B	8843	8843	True
LRRC8C	11995	11995	True
LRRC8D	5861	5861	True
LRRC8E	5996	5996	True
LRRCC1	3637	3637	True
LRRD1	13825	13825	True
LRRFIP1	2939	2939	True
LRRFIP2	4712	4712	True
LRRIQ1	11933	11933	True
LRRIQ3	11335	11335	True
LRRK1	12211	12211	True
LRRN1	2142	2142	True
LRRN2	239	239	True
LRRN3	12445	12445	True
LRRTM2	14678	14678	True
LRRTM3	14110	14110	True
LRRTM4	13387	13387	True
LRSAM1	6427	6427	True
LRTOMT	2861	2861	True
LRWD1	8894	8894	True
LSAMP	15022	15022	True
LSG1	3005	3005	True
LSM1	7917	7917	True
LSM10	10072	10072	True
LSM11	10318	10318	True
LSM12	5068	5068	True
LSM14A	9164	9164	True
LSM14B	10945	10945	True
LSM2	11051	11051	True
LSM3	7246	7246	True
LSM4	4246	4246	True
LSM5	9269	9269	True
LSM6	6492	6492	True
LSM7	10155	10155	True
LSM8	3897	3897	True
LSMEM1	3243	3243	True
LSMEM2	11316	11316	True
LSP1	13430	13430	True
LSR	2198	2198	True
LSS	2366	2366	True
LTA4H	10460	10460	True
LTB4R	6919	6919	True
LTB4R2	12765	12765	True
LTBP1	5098	5098	True
LTBP2	1935	1935	True
LTBP3	3286	3286	True
LTBP4	568	568	True
LTBR	5199	5199	True
LTC4S	1601	1601	True
LTF	12819	12819	True
LTN1	7998	7998	True
LTV1	9591	9591	True
LUC7L	10671	10671	True
LUC7L2	5603	5603	True
LUC7L3	6007	6007	True
LUCAT1	13076	13076	True
LUM	14404	14404	True
LURAP1	12980	12980	True
LURAP1L	5121	5121	True
LURAP1L-AS1	13324	13324	True
LUZP1	3530	3530	True
LUZP2	11726	11726	True
LUZP6	14718	14718	True
LVRN	14255	14255	True
LXN	1059	1059	True
LY6D	13148	13148	True
LY6E	5694	5694	True
LY6G5B	13021	13021	True
LY6G5C	2755	2755	True
LY6G6C	14402	14402	True
LY6K	14570	14570	True
LY75	14211	14211	True
LYAR	4383	4383	True
LYG1	12830	12830	True
LYG2	11996	11996	True
LYN	74	74	True
LYNX1	11586	11586	True
LYPD1	160	160	True
LYPD3	8107	8107	True
LYPD5	13837	13837	True
LYPD6	413	413	True
LYPD6B	1066	1066	True
LYPD8	13748	13748	True
LYPLA1	5290	5290	True
LYPLA2	1341	1341	True
LYPLAL1	9221	9221	True
LYRM1	3647	3647	True
LYRM2	9425	9425	True
LYRM4	3497	3497	True
LYRM5	14842	14842	True
LYRM7	4084	4084	True
LYRM9	5808	5808	True
LYSMD1	10060	10060	True
LYSMD2	2561	2561	True
LYSMD3	1068	1068	True
LYSMD4	1294	1294	True
LYST	3271	3271	True
LYZ	14422	14422	True
LZIC	10495	10495	True
LZTFL1	8097	8097	True
LZTR1	1173	1173	True
LZTS1	13615	13615	True
LZTS2	3778	3778	True
LZTS3	2867	2867	True
M1AP	14009	14009	True
M6PR	6016	6016	True
MAATS1	14216	14216	True
MAB21L1	14779	14779	True
MAB21L3	11300	11300	True
MACC1	1723	1723	True
MACF1	8067	8067	True
MACROD1	4001	4001	True
MACROD2	9634	9634	True
MAD1L1	4488	4488	True
MAD2L1	9777	9777	True
MAD2L1BP	5192	5192	True
MAD2L2	7496	7496	True
MADCAM1	14433	14433	True
MADD	6992	6992	True
MAEA	5148	5148	True
MAF	73	73	True
MAF1	3361	3361	True
MAFA	2580	2580	True
MAFB	7744	7744	True
MAFF	374	374	True
MAFG	7435	7435	True
MAFIP	13209	13209	True
MAFK	3769	3769	True
MAG	11151	11151	True
MAGEC1	13730	13730	True
MAGED1	584	584	True
MAGED2	2219	2219	True
MAGED4	13416	13416	True
MAGED4B	13460	13460	True
MAGEE1	1188	1188	True
MAGEF1	10784	10784	True
MAGEH1	4350	4350	True
MAGI1	8925	8925	True
MAGI2	13012	13012	True
MAGI3	7524	7524	True
MAGIX	739	739	True
MAGOH	10651	10651	True
MAGOHB	6839	6839	True
MAGT1	5994	5994	True
MAK	12784	12784	True
MAK16	7057	7057	True
MAL2	7551	7551	True
MALAT1	14610	14610	True
MALL	405	405	True
MALRD1	11099	11099	True
MALSU1	7740	7740	True
MALT1	7000	7000	True
MAMDC2	11842	11842	True
MAMDC2-AS1	13493	13493	True
MAMDC4	5685	5685	True
MAML1	6017	6017	True
MAML2	2794	2794	True
MAML3	4845	4845	True
MAMLD1	3132	3132	True
MAMSTR	11378	11378	True
MAN1A1	2172	2172	True
MAN1A2	6456	6456	True
MAN1B1	4795	4795	True
MAN1C1	1959	1959	True
MAN2A1	4877	4877	True
MAN2A2	6051	6051	True
MAN2B1	2245	2245	True
MAN2B2	7158	7158	True
MAN2C1	10917	10917	True
MANBA	2365	2365	True
MANBAL	6015	6015	True
MANEA	4108	4108	True
MANEAL	1826	1826	True
MANF	2503	2503	True
MANSC1	2963	2963	True
MAOA	12822	12822	True
MAP10	6408	6408	True
MAP1A	11781	11781	True
MAP1B	43	43	True
MAP1LC3A	12022	12022	True
MAP1LC3B	2625	2625	True
MAP1LC3B2	7444	7444	True
MAP1S	1384	1384	True
MAP2	12752	12752	True
MAP2K1	10244	10244	True
MAP2K2	7858	7858	True
MAP2K3	1992	1992	True
MAP2K4	3529	3529	True
MAP2K5	4880	4880	True
MAP2K6	10392	10392	True
MAP2K7	8636	8636	True
MAP3K1	2058	2058	True
MAP3K10	4700	4700	True
MAP3K11	10979	10979	True
MAP3K12	2979	2979	True
MAP3K13	1495	1495	True
MAP3K14	846	846	True
MAP3K14-AS1	12776	12776	True
MAP3K15	13185	13185	True
MAP3K2	9673	9673	True
MAP3K3	3548	3548	True
MAP3K4	2650	2650	True
MAP3K5	467	467	True
MAP3K6	3291	3291	True
MAP3K7	3648	3648	True
MAP3K7CL	14892	14892	True
MAP3K8	4074	4074	True
MAP3K9	3919	3919	True
MAP4	10707	10707	True
MAP4K1	12841	12841	True
MAP4K2	8407	8407	True
MAP4K3	4405	4405	True
MAP4K4	2696	2696	True
MAP4K5	3372	3372	True
MAP6	14457	14457	True
MAP6D1	11434	11434	True
MAP7	81	81	True
MAP7D1	1178	1178	True
MAP7D2	12188	12188	True
MAP7D3	4573	4573	True
MAP9	610	610	True
MAPK1	7936	7936	True
MAPK10	1041	1041	True
MAPK11	2947	2947	True
MAPK12	908	908	True
MAPK13	51	51	True
MAPK14	9408	9408	True
MAPK15	195	195	True
MAPK1IP1L	8457	8457	True
MAPK3	3035	3035	True
MAPK4	11847	11847	True
MAPK6	7721	7721	True
MAPK7	9932	9932	True
MAPK8	4596	4596	True
MAPK8IP1	6950	6950	True
MAPK8IP2	4635	4635	True
MAPK8IP3	11017	11017	True
MAPK9	8729	8729	True
MAPKAP1	6665	6665	True
MAPKAPK2	7240	7240	True
MAPKAPK3	6787	6787	True
MAPKAPK5	10944	10944	True
MAPKAPK5-AS1	11858	11858	True
MAPKBP1	11033	11033	True
MAPRE1	9669	9669	True
MAPRE2	328	328	True
MAPRE3	3013	3013	True
MAPT	240	240	True
MARC1	12700	12700	True
MARC2	12256	12256	True
MARCH1	14239	14239	True
MARCH10	14416	14416	True
MARCH2	12506	12506	True
MARCH3	11650	11650	True
MARCH5	12974	12974	True
MARCH6	12869	12869	True
MARCH7	11898	11898	True
MARCH8	12604	12604	True
MARCH9	12383	12383	True
MARCKS	388	388	True
MARCKSL1	1741	1741	True
MARK1	1141	1141	True
MARK2	6152	6152	True
MARK3	9145	9145	True
MARK4	6234	6234	True
MARS	3708	3708	True
MARS2	6150	6150	True
MARVELD1	6796	6796	True
MARVELD2	7117	7117	True
MARVELD3	8839	8839	True
MAST1	10941	10941	True
MAST2	10372	10372	True
MAST3	7544	7544	True
MAST4	1010	1010	True
MAST4-AS1	11695	11695	True
MASTL	3573	3573	True
MAT1A	15191	15191	True
MAT2A	9913	9913	True
MAT2B	9625	9625	True
MATK	5457	5457	True
MATN1-AS1	12893	12893	True
MATN2	3736	3736	True
MATN3	373	373	True
MATN4	13575	13575	True
MATR3	13019	13019	True
MAU2	5882	5882	True
MAVS	8320	8320	True
MAX	4115	4115	True
MAZ	5135	5135	True
MB	7817	7817	True
MB21D1	14394	14394	True
MB21D2	737	737	True
MBD1	10264	10264	True
MBD2	4302	4302	True
MBD3	7067	7067	True
MBD4	10746	10746	True
MBD5	8074	8074	True
MBD6	2910	2910	True
MBIP	638	638	True
MBLAC1	9017	9017	True
MBLAC2	8504	8504	True
MBNL1	7101	7101	True
MBNL1-AS1	14369	14369	True
MBNL2	2396	2396	True
MBNL3	469	469	True
MBOAT1	1605	1605	True
MBOAT2	2573	2573	True
MBOAT7	5876	5876	True
MBP	129	129	True
MBTD1	3544	3544	True
MBTPS1	6387	6387	True
MBTPS2	2104	2104	True
MC1R	2651	2651	True
MCAM	11306	11306	True
MCAT	10987	10987	True
MCC	1924	1924	True
MCCC1	8961	8961	True
MCCC2	4045	4045	True
MCEE	2257	2257	True
MCF2	11448	11448	True
MCF2L	3387	3387	True
MCF2L-AS1	11658	11658	True
MCF2L2	11492	11492	True
MCFD2	6798	6798	True
MCIDAS	1809	1809	True
MCL1	4793	4793	True
MCM10	3397	3397	True
MCM2	3979	3979	True
MCM3	6197	6197	True
MCM3AP	6616	6616	True
MCM3AP-AS1	12446	12446	True
MCM4	7096	7096	True
MCM5	4752	4752	True
MCM6	5953	5953	True
MCM7	4649	4649	True
MCM8	8378	8378	True
MCM9	7590	7590	True
MCMBP	3332	3332	True
MCMDC2	11217	11217	True
MCOLN1	9919	9919	True
MCOLN2	11805	11805	True
MCOLN3	2081	2081	True
MCPH1	4385	4385	True
MCPH1-AS1	14686	14686	True
MCRS1	9966	9966	True
MCTP1	96	96	True
MCTP2	107	107	True
MCTS1	6902	6902	True
MCU	7876	7876	True
MCUR1	4946	4946	True
MDC1	6418	6418	True
MDFI	14496	14496	True
MDFIC	607	607	True
MDGA1	14494	14494	True
MDGA2	13116	13116	True
MDH1	10061	10061	True
MDH1B	11984	11984	True
MDH2	5441	5441	True
MDK	4347	4347	True
MDM1	8537	8537	True
MDM2	7081	7081	True
MDM4	9011	9011	True
MDN1	6662	6662	True
MDP1	9789	9789	True
ME1	2670	2670	True
ME2	1200	1200	True
ME3	11767	11767	True
MEA1	9926	9926	True
MEAF6	5772	5772	True
MECOM	1624	1624	True
MECP2	5041	5041	True
MECR	5205	5205	True
MED1	8043	8043	True
MED10	5594	5594	True
MED11	3981	3981	True
MED12	2535	2535	True
MED12L	5477	5477	True
MED13	6027	6027	True
MED13L	4	4	True
MED14	6899	6899	True
MED15	1764	1764	True
MED16	6031	6031	True
MED17	10142	10142	True
MED18	9745	9745	True
MED19	5327	5327	True
MED20	12960	12960	True
MED21	8842	8842	True
MED22	2501	2501	True
MED23	762	762	True
MED24	5505	5505	True
MED25	6106	6106	True
MED26	9483	9483	True
MED27	8115	8115	True
MED28	4912	4912	True
MED29	9420	9420	True
MED30	5236	5236	True
MED31	6606	6606	True
MED4	4639	4639	True
MED6	5518	5518	True
MED7	10341	10341	True
MED8	5072	5072	True
MED9	6580	6580	True
MEF2A	2705	2705	True
MEF2B	13878	13878	True
MEF2BNB	14773	14773	True
MEF2BNB-MEF2B	14141	14141	True
MEF2C	11329	11329	True
MEF2D	6773	6773	True
MEGF10	13787	13787	True
MEGF11	12430	12430	True
MEGF6	2302	2302	True
MEGF8	2044	2044	True
MEGF9	628	628	True
MEI1	12334	12334	True
MEI4	13691	13691	True
MEIG1	4937	4937	True
MEIOB	13127	13127	True
MEIS1	1114	1114	True
MEIS2	2603	2603	True
MEIS3	2702	2702	True
MELK	8485	8485	True
MEMO1	5452	5452	True
MEN1	9423	9423	True
MEPCE	4444	4444	True
MEPE	15173	15173	True
MERTK	4424	4424	True
MESDC1	14297	14297	True
MESDC2	13927	13927	True
MESP1	816	816	True
MESP2	13092	13092	True
MEST	4354	4354	True
MESTIT1	15000	15000	True
MET	5641	5641	True
METAP1	7319	7319	True
METAP1D	1293	1293	True
METAP2	9930	9930	True
METRN	3379	3379	True
METRNL	6377	6377	True
METTL1	10760	10760	True
METTL10	13346	13346	True
METTL12	14508	14508	True
METTL13	12905	12905	True
METTL14	8262	8262	True
METTL15	4202	4202	True
METTL16	4178	4178	True
METTL17	6891	6891	True
METTL18	898	898	True
METTL21A	1311	1311	True
METTL21B	14851	14851	True
METTL22	7092	7092	True
METTL23	4574	4574	True
METTL25	9403	9403	True
METTL2A	8761	8761	True
METTL2B	6233	6233	True
METTL3	10555	10555	True
METTL4	9058	9058	True
METTL5	10930	10930	True
METTL6	10195	10195	True
METTL7A	3940	3940	True
METTL7B	8140	8140	True
METTL8	3874	3874	True
METTL9	8706	8706	True
MEX3A	260	260	True
MEX3B	3555	3555	True
MEX3C	6777	6777	True
MEX3D	8347	8347	True
MFAP1	7186	7186	True
MFAP2	643	643	True
MFAP3	10268	10268	True
MFAP3L	1784	1784	True
MFAP4	15030	15030	True
MFF	3599	3599	True
MFGE8	1129	1129	True
MFHAS1	916	916	True
MFI2	13738	13738	True
MFN1	7145	7145	True
MFN2	2446	2446	True
MFNG	12452	12452	True
MFSD1	6734	6734	True
MFSD10	5944	5944	True
MFSD11	10633	10633	True
MFSD12	6691	6691	True
MFSD2A	10284	10284	True
MFSD2B	12879	12879	True
MFSD3	3324	3324	True
MFSD5	10496	10496	True
MFSD6	378	378	True
MFSD6L	15092	15092	True
MFSD8	6944	6944	True
MFSD9	2086	2086	True
MGA	2185	2185	True
MGAM	13156	13156	True
MGAT1	6324	6324	True
MGAT2	4810	4810	True
MGAT4A	1072	1072	True
MGAT4B	1982	1982	True
MGAT5	6237	6237	True
MGAT5B	6394	6394	True
MGEA5	15132	15132	True
MGLL	4250	4250	True
MGME1	9041	9041	True
MGMT	4567	4567	True
MGP	554	554	True
MGRN1	9155	9155	True
MGST1	4731	4731	True
MGST2	10305	10305	True
MGST3	4103	4103	True
MIA2	13169	13169	True
MIA3	730	730	True
MIAT	13514	13514	True
MIATNB	12990	12990	True
MIB1	6006	6006	True
MIB2	5398	5398	True
MICA	4834	4834	True
MICAL1	348	348	True
MICAL2	2224	2224	True
MICAL3	4665	4665	True
MICALL1	9840	9840	True
MICALL2	9515	9515	True
MICB	2369	2369	True
MICU1	2500	2500	True
MICU2	9815	9815	True
MICU3	13750	13750	True
MID1	11512	11512	True
MID1IP1	4829	4829	True
MID2	10105	10105	True
MIDN	775	775	True
MIEF1	10859	10859	True
MIEF2	1422	1422	True
MIEN1	9539	9539	True
MIER1	10100	10100	True
MIER2	9549	9549	True
MIER3	10102	10102	True
MIF	10271	10271	True
MIF-AS1	15226	15226	True
MIF4GD	6758	6758	True
MIIP	10525	10525	True
MINA	14059	14059	True
MINK1	8479	8479	True
MINOS1	12676	12676	True
MINOS1-NBL1	15179	15179	True
MINPP1	5645	5645	True
MIOS	9358	9358	True
MIP	12634	12634	True
MIPEP	1304	1304	True
MIPOL1	8226	8226	True
MIR17HG	13061	13061	True
MIR181A1HG	13319	13319	True
MIR205HG	11432	11432	True
MIR210HG	11468	11468	True
MIR22HG	12189	12189	True
MIR4435-2HG	13527	13527	True
MIR4458HG	11620	11620	True
MIR497HG	11158	11158	True
MIR503HG	11146	11146	True
MIR600HG	13776	13776	True
MIR646HG	13285	13285	True
MIR762HG	14747	14747	True
MIR99AHG	11130	11130	True
MIRLET7BHG	13858	13858	True
MIS12	6875	6875	True
MIS18A	8555	8555	True
MIS18BP1	2869	2869	True
MISP	4097	4097	True
MITD1	1247	1247	True
MITF	12677	12677	True
MIXL1	14944	14944	True
MKI67	4333	4333	True
MKKS	4395	4395	True
MKL1	11955	11955	True
MKL2	12025	12025	True
MKLN1	2998	2998	True
MKLN1-AS	14243	14243	True
MKNK1	6957	6957	True
MKNK2	2270	2270	True
MKRN1	5939	5939	True
MKRN2	5639	5639	True
MKRN2OS	8337	8337	True
MKRN3	11318	11318	True
MKS1	4236	4236	True
MKX	13838	13838	True
MLEC	7655	7655	True
MLF1	8109	8109	True
MLF2	3415	3415	True
MLH1	4455	4455	True
MLH3	2155	2155	True
MLKL	3037	3037	True
MLLT1	5589	5589	True
MLLT10	957	957	True
MLLT11	1663	1663	True
MLLT3	1612	1612	True
MLLT4	13196	13196	True
MLLT6	1158	1158	True
MLPH	7429	7429	True
MLST8	4006	4006	True
MLX	7208	7208	True
MLXIP	3858	3858	True
MLXIPL	4932	4932	True
MLYCD	7034	7034	True
MMAA	3561	3561	True
MMAB	2120	2120	True
MMACHC	6645	6645	True
MMADHC	9386	9386	True
MMD	2798	2798	True
MME	13687	13687	True
MMEL1	572	572	True
MMGT1	4037	4037	True
MMP11	2068	2068	True
MMP13	1672	1672	True
MMP15	6063	6063	True
MMP16	999	999	True
MMP17	1355	1355	True
MMP19	2242	2242	True
MMP21	14430	14430	True
MMP23B	13020	13020	True
MMP24	11242	11242	True
MMP25	5447	5447	True
MMP25-AS1	14178	14178	True
MMP28	14933	14933	True
MMP9	111	111	True
MMRN2	11385	11385	True
MMS19	4471	4471	True
MMS22L	5076	5076	True
MN1	12602	12602	True
MNAT1	3377	3377	True
MND1	9703	9703	True
MNS1	729	729	True
MNT	4949	4949	True
MNX1	2850	2850	True
MNX1-AS1	11779	11779	True
MOAP1	6801	6801	True
MOB1A	10007	10007	True
MOB1B	914	914	True
MOB2	4519	4519	True
MOB3A	10578	10578	True
MOB3B	2249	2249	True
MOB3C	4572	4572	True
MOB4	4557	4557	True
MOCOS	9086	9086	True
MOCS1	8603	8603	True
MOCS2	3656	3656	True
MOCS3	7826	7826	True
MOGS	6856	6856	True
MOK	4658	4658	True
MON1A	11008	11008	True
MON1B	3722	3722	True
MON2	10971	10971	True
MORC2	8000	8000	True
MORC2-AS1	14269	14269	True
MORC3	8697	8697	True
MORC4	8824	8824	True
MORF4L1	6208	6208	True
MORF4L2	6706	6706	True
MORF4L2-AS1	13442	13442	True
MORN1	1691	1691	True
MORN2	1570	1570	True
MORN3	3806	3806	True
MORN4	9060	9060	True
MOSPD1	6301	6301	True
MOSPD2	7929	7929	True
MOSPD3	7046	7046	True
MOV10	9848	9848	True
MOV10L1	12070	12070	True
MOXD1	14993	14993	True
MPC1	1259	1259	True
MPC2	8073	8073	True
MPDU1	4609	4609	True
MPDZ	4477	4477	True
MPG	6600	6600	True
MPHOSPH10	10799	10799	True
MPHOSPH6	8508	8508	True
MPHOSPH8	9284	9284	True
MPHOSPH9	2613	2613	True
MPI	4777	4777	True
MPLKIP	6541	6541	True
MPND	3039	3039	True
MPP1	1675	1675	True
MPP2	856	856	True
MPP3	8856	8856	True
MPP4	14820	14820	True
MPP5	3973	3973	True
MPP6	8027	8027	True
MPP7	4867	4867	True
MPPE1	8017	8017	True
MPPED1	13102	13102	True
MPPED2	166	166	True
MPRIP	8640	8640	True
MPRIP-AS1	14917	14917	True
MPST	5964	5964	True
MPV17	4014	4014	True
MPV17L	12579	12579	True
MPV17L2	3578	3578	True
MPZL1	7162	7162	True
MPZL2	1098	1098	True
MPZL3	1565	1565	True
MR1	5635	5635	True
MRAP	13474	13474	True
MRAP2	13914	13914	True
MRAS	1507	1507	True
MRC2	2062	2062	True
MRE11A	13465	13465	True
MREG	733	733	True
MRFAP1	8200	8200	True
MRFAP1L1	5940	5940	True
MRGBP	5971	5971	True
MRI1	6576	6576	True
MRM1	11011	11011	True
MROH1	6858	6858	True
MROH6	8008	8008	True
MROH8	12218	12218	True
MRPL1	6638	6638	True
MRPL10	7864	7864	True
MRPL11	7828	7828	True
MRPL12	6864	6864	True
MRPL13	6039	6039	True
MRPL14	11034	11034	True
MRPL15	9414	9414	True
MRPL16	8233	8233	True
MRPL17	6719	6719	True
MRPL18	6851	6851	True
MRPL19	9465	9465	True
MRPL2	8282	8282	True
MRPL20	9258	9258	True
MRPL21	7965	7965	True
MRPL22	8991	8991	True
MRPL23	8371	8371	True
MRPL24	8667	8667	True
MRPL27	6226	6226	True
MRPL28	10332	10332	True
MRPL3	10863	10863	True
MRPL30	1014	1014	True
MRPL32	4807	4807	True
MRPL33	4308	4308	True
MRPL34	10985	10985	True
MRPL35	6463	6463	True
MRPL36	2977	2977	True
MRPL37	10711	10711	True
MRPL38	9253	9253	True
MRPL39	7426	7426	True
MRPL4	6766	6766	True
MRPL40	7161	7161	True
MRPL41	7073	7073	True
MRPL42	7195	7195	True
MRPL43	10949	10949	True
MRPL44	10739	10739	True
MRPL45	5799	5799	True
MRPL46	7632	7632	True
MRPL47	7084	7084	True
MRPL48	1943	1943	True
MRPL49	2832	2832	True
MRPL50	6494	6494	True
MRPL51	6997	6997	True
MRPL52	10506	10506	True
MRPL53	10160	10160	True
MRPL54	6756	6756	True
MRPL55	8289	8289	True
MRPL57	8231	8231	True
MRPL9	6848	6848	True
MRPS10	10643	10643	True
MRPS11	8488	8488	True
MRPS12	9822	9822	True
MRPS14	7600	7600	True
MRPS15	9228	9228	True
MRPS16	3682	3682	True
MRPS17	12582	12582	True
MRPS18A	10493	10493	True
MRPS18B	6972	6972	True
MRPS18C	10080	10080	True
MRPS2	4011	4011	True
MRPS21	4182	4182	True
MRPS22	4673	4673	True
MRPS23	8710	8710	True
MRPS24	7339	7339	True
MRPS25	8799	8799	True
MRPS26	10851	10851	True
MRPS27	4620	4620	True
MRPS28	3272	3272	True
MRPS30	10695	10695	True
MRPS31	10892	10892	True
MRPS33	2576	2576	True
MRPS34	9473	9473	True
MRPS35	6988	6988	True
MRPS36	5626	5626	True
MRPS5	2592	2592	True
MRPS6	6382	6382	True
MRPS7	7779	7779	True
MRPS9	3535	3535	True
MRRF	5027	5027	True
MRS2	11076	11076	True
